t,scenario,true_x,true_y,wifi_degraded,vlp_blocked,mixed_dynamic,wifi_ap1_dbm,wifi_ap1_clean_dbm,wifi_ap2_dbm,wifi_ap2_clean_dbm,wifi_ap3_dbm,wifi_ap3_clean_dbm,vlp_led1_intensity,vlp_led1_clean_intensity,vlp_led2_intensity,vlp_led2_clean_intensity,vlp_led3_intensity,vlp_led3_clean_intensity,vlp_led4_intensity,vlp_led4_clean_intensity,filter_name
0,s3_vlp_blocked,2.2799291600344294,5.687548118721819,False,False,False,-57.2309228810044,-55.10432415677157,-59.79758811643735,-60.09625814080229,-53.31955715952511,-53.90549271242168,0.0566038192256165,0.0565726966147991,0.0196828106077787,0.0198739113439132,0.1085919232276543,0.1060918577239091,0.0242305806417682,0.023771803550765,median
1,s3_vlp_blocked,2.311993742915821,5.314965509108,False,False,False,-54.326800452219416,-54.39192030839843,-59.18885478761196,-59.819088762928615,-53.74733677003691,-54.49981204829351,0.061869022212517846,0.0662851451813608,0.0209767883902994,0.0211227093881312,0.09833357989831075,0.0884427419308305,0.0240079213796835,0.0229553522037625,median
2,s3_vlp_blocked,2.4844149891244345,4.892233443738157,False,False,False,-56.39542895339545,-53.63311171151667,-59.79758811643735,-59.36484049456638,-53.31955715952511,-55.02076194548589,0.0671342251994192,0.0793671443295769,0.0222707661728201,0.0233717529007674,0.0880752365689672,0.0719793634306059,0.0237852621175988,0.0226860815160434,median
3,s3_vlp_blocked,2.842745217514855,4.547438345307587,False,False,False,-53.90905348841494,-53.23935311972469,-59.62055593625647,-58.73583670833875,-53.74733677003691,-55.27674083357637,0.07401823322105974,0.0892884118736903,0.0226592521164696,0.0269638303567936,0.0805799914630118,0.0601308393628788,0.0240079213796835,0.0235197499228721,median
4,s3_vlp_blocked,2.9864127708382706,4.543611784897228,False,False,False,-51.42267802343443,-53.39319773748884,-59.44352375607559,-58.56482085135826,-53.60733658953465,-55.16516038100693,0.0809022412427003,0.0873898915034845,0.0230477380601191,0.0280851401341346,0.0730847463570564,0.0591029485163543,0.0237852621175988,0.0243411600138776,median
5,s3_vlp_blocked,3.340887948111646,4.334249547684212,False,False,False,-51.42267802343443,-53.42031875011332,-58.58012145878656,-57.9839882012587,-54.1751163805487,-55.285091407625245,0.0855030492064683,0.0889149592271319,0.0278634179771337,0.0320964989582003,0.0609417974930296,0.0519866520559876,0.0236052160291465,0.0255460131464498,median
6,s3_vlp_blocked,3.68623544692832,4.015886165396863,False,False,False,-52.831296174875206,-53.33741247360362,-56.67637193757864,-57.29285071514495,-55.65147857776966,-55.66783384918969,0.0875927780105208,0.0916826674638904,0.0286137093026837,0.0374919931379943,0.060548714948658,0.0440207631280602,0.0236052160291465,0.0259863592577934,median
7,s3_vlp_blocked,4.1188059230374,3.834922193216244,False,False,False,-52.831296174875206,-53.74487693519134,-56.67637193757864,-56.536129229010726,-56.9157528970541,-55.82475445136692,0.0875927780105208,0.0843435014302752,0.0313179515296193,0.0445819412576078,0.0509367163961974,0.0387038668312081,0.0244119835916753,0.0274638200837525,median
8,s3_vlp_blocked,4.374208764323148,3.616554373320941,False,False,False,-52.831296174875206,-53.86908351635187,-56.67637193757864,-55.960239200729845,-56.9157528970541,-56.1474478638732,0.0865143482795556,0.0816318847319835,0.0379245103944948,0.0506082859728646,0.0443132483102763,0.034660287635534,0.0251575802112024,0.027502025928875,median
9,s3_vlp_blocked,4.8310090365174965,3.516701129989274,False,False,False,-54.73340928892782,-54.54678089601196,-56.67637193757864,-55.12510740923521,-57.18890526332481,-56.26345757823553,0.0865143482795556,0.0698568204981629,0.045734174798024,0.0611887029797929,0.037272687654818,0.0311385037969989,0.0256005360678,0.0292890329033658,median
10,s3_vlp_blocked,5.174686225206629,3.48599608085182,False,False,False,-56.70259054269641,-55.103687907835706,-56.67637193757864,-54.50172788924818,-57.18890526332481,-56.31706783147199,0.0799254107560662,0.0613993514618242,0.051223420278596,0.0704692718300977,0.0343714098166289,0.0290234783597548,0.0279704064416698,0.0309036575832027,median
11,s3_vlp_blocked,5.555495990836912,3.59907830663822,False,False,False,-57.37850683253335,-55.83400606215263,-53.355485408591726,-53.96972921263948,-57.48637169608836,-56.16456420266104,0.069675409399068,0.0520871227485091,0.0613782112740567,0.0797915762221941,0.0309154310863217,0.027770323380647,0.0298139245290982,0.0340788518359988,median
12,s3_vlp_blocked,5.685559404770427,3.675092014689703,False,False,False,-57.37850683253335,-56.10456013559418,-52.744567413949966,-53.84544034402706,-57.48637169608836,-56.05740227283985,0.0604132020098743,0.0490453773812772,0.0724656302006832,0.0822194750902513,0.0307088007711742,0.0275571846522378,0.0310048538227285,0.0356360590280878,median
13,s3_vlp_blocked,5.990806032590996,3.622242725158004,False,False,False,-57.37850683253335,-56.52433942851141,-52.744567413949966,-53.22479493284894,-57.48637169608836,-56.23269779999972,0.051027451535293,0.0443297697351161,0.0811076360566141,0.0937336095828458,0.0276858315836355,0.0255811450689127,0.0329376434958764,0.0367625174906389,median
14,s3_vlp_blocked,6.191913166972428,3.379354108194402,False,False,False,-57.0929175884566,-56.64792637623873,-53.355485408591726,-52.450160757754205,-55.7694692541015,-56.70543610889764,0.0487000783367381,0.0425989559007503,0.0818899364501558,0.1090299028769654,0.0264102659098051,0.0232978017628074,0.0355377768614225,0.0349411546976916,median
15,s3_vlp_blocked,6.672474944256793,3.2764536300776967,False,True,False,-57.0929175884566,-57.29637492379258,-52.744567413949966,-51.27819055788847,-55.7694692541015,-57.06006276381829,0.0430271556755819,0.0364148078095831,0.0818899364501558,0.1352876693613327,0.025787090362576,0.020771058060485,0.0355828789627961,0.035619876399163,median
16,s3_vlp_blocked,6.801426487780192,3.2605086161445698,False,True,False,-57.0929175884566,-57.473016174816784,-52.744567413949966,-50.97299196539892,-55.7694692541015,-57.14406501617929,0.0419975055514965,0.0349130581022596,0.0928858013147387,0.1423394251766105,0.0250040809514994,0.020195298678198,0.0357408875639571,0.0358431199149324,median
17,s3_vlp_blocked,7.202662568049404,3.119170050557377,False,True,False,-57.82908680128399,-57.96414118336226,-51.95410919983077,-49.764596888215,-56.1601609732785,-57.55480729834844,0.0348355046141623,0.0309403648795214,0.0928858013147387,0.1698286328866054,0.0218186936081477,0.0182181887113007,0.0357408875639571,0.0351391976361853,median
