seed,scenario,method,mean_error_m,median_error_m,p90_error_m,zone_accuracy,failure_rate,trajectory_smoothness_m_per_step,wifi_event_recovery_steps,vlp_event_recovery_steps
103,s1_clean,adaptive_fusion,0.4408782375804591,0.4153217833274535,0.7136825181624598,0.97,0.0,0.423227221581936,0.0,0.0
103,s2_wifi_degraded,adaptive_fusion,0.4677483400811955,0.4153217833274535,0.9081688342424129,0.94,0.0,0.4232272215819361,0.0,0.0
103,s3_vlp_blocked,adaptive_fusion,0.7151501729449973,0.48453238890594547,1.4489732872598402,0.82,0.08,0.6313263558267516,0.0,0.0
103,s4_mixed_dynamic,adaptive_fusion,0.7490706515348416,0.5139351684298541,1.714062487380208,0.8,0.08,0.6049806278272432,0.0,0.0
