scenario,filter_name,signal_group,raw_mean_std,filtered_mean_std,std_reduction_percent
s1_clean,moving_average,wifi,5.559799256878762,5.2343748983089435,5.85316741728027
s1_clean,moving_average,vlp,0.045234829815626425,0.045300565051184724,-0.14531995771008968
s1_clean,median,wifi,5.559799256878762,5.332489168257212,4.0884585597279255
s1_clean,median,vlp,0.045234829815626425,0.04572571349613722,-1.0851896260284408
s1_clean,ema,wifi,5.559799256878762,5.183082241155618,6.775730531224801
s1_clean,ema,vlp,0.045234829815626425,0.04456923500923533,1.4714210467995632
s2_wifi_degraded,moving_average,wifi,7.129272945545591,5.682994576729489,20.286477735709994
s2_wifi_degraded,moving_average,vlp,0.04529511895613789,0.04536730934209721,-0.1593778482604854
s2_wifi_degraded,median,wifi,7.129272945545591,5.785112285284359,18.854105748624363
s2_wifi_degraded,median,vlp,0.04529511895613789,0.04580435979424856,-1.1242731001629451
s2_wifi_degraded,ema,wifi,7.129272945545591,5.676149866855994,20.382486261765543
s2_wifi_degraded,ema,vlp,0.04529511895613789,0.044640852856878036,1.44445166353007
s3_vlp_blocked,moving_average,wifi,5.804701380107502,5.486040373919949,5.489705418431892
s3_vlp_blocked,moving_average,vlp,0.04541218945131411,0.04357706895570615,4.041030652299581
s3_vlp_blocked,median,wifi,5.804701380107502,5.396378881670878,7.034341160700011
s3_vlp_blocked,median,vlp,0.04541218945131411,0.04549097086860843,-0.17348077299549233
s3_vlp_blocked,ema,wifi,5.804701380107502,5.41787081752311,6.664090661236174
s3_vlp_blocked,ema,vlp,0.04541218945131411,0.042932598550618206,5.460187959786094
s4_mixed_dynamic,moving_average,wifi,6.8858344441706025,5.843199880123808,15.141731514173511
s4_mixed_dynamic,moving_average,vlp,0.044477260069529415,0.04254405929782501,4.346492496800194
s4_mixed_dynamic,median,wifi,6.8858344441706025,6.066011307204818,11.905937379308172
s4_mixed_dynamic,median,vlp,0.044477260069529415,0.045590958417851844,-2.503972471733718
s4_mixed_dynamic,ema,wifi,6.8858344441706025,5.82445928613394,15.413893067603446
s4_mixed_dynamic,ema,vlp,0.044477260069529415,0.041954240657404974,5.672605300282235
