seed,scenario,method,mean_runtime_s_per_step,mean_runtime_ms_per_step
101,s1_clean,adaptive_fusion,0.002831315179973899,2.831315179973899
101,s2_wifi_degraded,adaptive_fusion,0.002833045789775497,2.833045789775497
101,s3_vlp_blocked,adaptive_fusion,0.002867926030048693,2.867926030048693
101,s4_mixed_dynamic,adaptive_fusion,0.002886561039886146,2.8865610398861463
