seed,scenario,method,mean_error_m,median_error_m,p90_error_m,zone_accuracy,failure_rate,trajectory_smoothness_m_per_step,wifi_event_recovery_steps,vlp_event_recovery_steps
102,s1_clean,adaptive_fusion,0.45344309859524645,0.4342978842799154,0.7811391925964987,0.97,0.0,0.47026615339499034,0.0,0.0
102,s2_wifi_degraded,adaptive_fusion,0.44241306644022627,0.4342978842799154,0.7144998913897004,0.97,0.0,0.4618982026399784,0.0,0.0
102,s3_vlp_blocked,adaptive_fusion,0.7347233815858134,0.5132766093557498,1.3719163824610037,0.82,0.06,0.6513680939610451,0.0,0.0
102,s4_mixed_dynamic,adaptive_fusion,0.5614174994201913,0.4632878560887047,0.820116674704623,0.93,0.04,0.5450637802259628,0.0,0.0
