scenario,signal_variant,method,mean_error_m,median_error_m,p90_error_m,zone_accuracy,failure_rate,trajectory_smoothness_m_per_step,wifi_event_recovery_steps,vlp_event_recovery_steps
s3_vlp_blocked,raw,static_fusion,1.043055168681014,0.5280714247528739,2.6987974206251026,0.7,0.21,1.4215619357137004,0.0,0.3333333333333333
s3_vlp_blocked,moving_average,wifi_only,0.8227852901460606,0.7707376728451785,1.556445225125991,0.75,0.03,0.4582993019354671,0.0,0.0
s3_vlp_blocked,moving_average,vlp_only,1.0386036173062196,0.8610260278254397,2.27288342499791,0.6,0.14,0.49638520832051464,0.0,3.0
s3_vlp_blocked,moving_average,static_fusion,1.0386036173062196,0.8610260278254397,2.27288342499791,0.6,0.14,0.49638520832051464,0.0,3.0
s3_vlp_blocked,median,wifi_only,0.934539426210581,0.8275733763607592,1.5954917318824469,0.67,0.03,0.7236642092912541,0.0,0.0
s3_vlp_blocked,median,vlp_only,0.8813685120210313,0.6625925942981948,1.8748007087843919,0.74,0.07,0.6057054353283611,0.0,0.6666666666666666
s3_vlp_blocked,median,static_fusion,0.8813685120210313,0.6625925942981948,1.8748007087843919,0.74,0.07,0.6057054353283611,0.0,0.6666666666666666
s3_vlp_blocked,ema,wifi_only,0.8109148025282361,0.7538427110367802,1.556445225125991,0.73,0.03,0.6199818545578862,0.0,0.0
s3_vlp_blocked,ema,vlp_only,1.1097316812380829,0.8605916939427163,2.399003002454249,0.6,0.17,0.6402502657661641,0.0,1.3333333333333333
s3_vlp_blocked,ema,static_fusion,1.091220706354115,0.8605916939427163,2.3106139390584755,0.6,0.16,0.6402502657661641,0.0,1.3333333333333333
s4_mixed_dynamic,raw,wifi_only,1.8913497904281515,1.5325407947630363,3.8632258400080377,0.37,0.35,2.7517306461601696,1.3333333333333333,0.0
s4_mixed_dynamic,raw,vlp_only,0.8014179790774633,0.42535408568426725,2.401300481298985,0.82,0.14,1.0040490888495315,0.0,2.0
s4_mixed_dynamic,raw,static_fusion,0.8014179790774633,0.42535408568426725,2.401300481298985,0.82,0.14,1.0040490888495315,0.0,2.0
s4_mixed_dynamic,moving_average,wifi_only,1.1946900337486501,0.9437875193978233,2.5077729103042983,0.54,0.14,0.6625437469131931,0.3333333333333333,0.0
s4_mixed_dynamic,moving_average,vlp_only,0.9349840192533206,0.8226685182536797,1.8681715123068896,0.65,0.09,0.44234764811721045,0.6666666666666666,0.0
s4_mixed_dynamic,moving_average,static_fusion,0.9349840192533206,0.8226685182536797,1.8681715123068896,0.65,0.09,0.44234764811721045,0.6666666666666666,0.0
s4_mixed_dynamic,median,wifi_only,1.2554395684085713,0.9020387869880486,2.615034396904802,0.6,0.15,0.637076157666921,0.0,0.0
s4_mixed_dynamic,median,vlp_only,0.7928805795916908,0.7487985494052001,1.4134683479877594,0.74,0.03,0.4137776771601782,0.3333333333333333,0.0
s4_mixed_dynamic,median,static_fusion,0.7928805795916908,0.7487985494052001,1.4134683479877594,0.74,0.03,0.4137776771601782,0.3333333333333333,0.0
s4_mixed_dynamic,ema,wifi_only,1.1833246044027246,0.918849175411236,2.611651706244148,0.54,0.14,0.8557383701356782,0.0,0.0
s4_mixed_dynamic,ema,vlp_only,0.9697032676577324,0.7946831635899302,2.071576600386527,0.67,0.12,0.763780520997278,1.0,0.0
s4_mixed_dynamic,ema,static_fusion,0.9697032676577324,0.7946831635899302,2.071576600386527,0.67,0.12,0.763780520997278,1.0,0.0
