scenario,signal_variant,method,mean_error_m,median_error_m,p90_error_m,zone_accuracy,failure_rate,trajectory_smoothness_m_per_step,wifi_event_recovery_steps,vlp_event_recovery_steps
s1_clean,raw,wifi_only,1.5318270386290878,0.9676761022079924,3.2166959727700184,0.52,0.24,2.345839116394846,0.0,0.0
s1_clean,raw,vlp_only,0.4437896341909656,0.3535679952703964,0.7545867816943592,0.93,0.02,0.452382267211963,0.0,0.0
s1_clean,raw,static_fusion,0.4437896341909656,0.3535679952703964,0.7545867816943592,0.93,0.02,0.452382267211963,0.0,0.0
s1_clean,moving_average,wifi_only,0.9413324218029342,0.8194116499100411,1.7678762605807987,0.64,0.07,0.5889334675141346,0.0,0.0
s1_clean,moving_average,vlp_only,0.6913822987426458,0.6526896621423348,1.1080178384952424,0.84,0.02,0.38174158751114984,0.0,0.0
s1_clean,moving_average,static_fusion,0.6876826952016084,0.6446856188300419,1.1080178384952424,0.84,0.02,0.38174158751114984,0.0,0.0
s1_clean,median,wifi_only,1.0489336853191795,0.8275733763607592,2.2549899025392803,0.64,0.12,0.717299163802007,0.0,0.0
s1_clean,median,vlp_only,0.6768205544739501,0.6321764811393699,1.108157038285213,0.84,0.02,0.39357565695815805,0.0,0.0
s1_clean,median,static_fusion,0.6768205544739501,0.6321764811393699,1.108157038285213,0.84,0.02,0.39357565695815805,0.0,0.0
s1_clean,ema,wifi_only,0.9181280039696855,0.7994669585147287,1.8642433269344227,0.68,0.07,0.6460070184219415,0.0,0.0
s1_clean,ema,vlp_only,0.6312299646262544,0.6089210038999509,1.0390741136421933,0.89,0.01,0.39602657298966604,0.0,0.0
s1_clean,ema,static_fusion,0.6312299646262544,0.6089210038999509,1.0390741136421933,0.89,0.01,0.39602657298966604,0.0,0.0
s2_wifi_degraded,raw,wifi_only,2.2171138277895293,1.4569958475764246,5.4517161902882885,0.31,0.4,2.830530161731492,1.0,0.0
s2_wifi_degraded,raw,vlp_only,0.43732480741173146,0.3535679952703964,0.7553605502779075,0.94,0.01,0.42979572198469246,0.0,0.0
s2_wifi_degraded,raw,static_fusion,0.43732480741173146,0.3535679952703964,0.7553605502779075,0.94,0.01,0.42979572198469246,0.0,0.0
s2_wifi_degraded,moving_average,wifi_only,1.3373789422002056,0.9450617896383746,2.883546576471422,0.56,0.21,0.7847672606989302,0.0,0.0
s2_wifi_degraded,moving_average,vlp_only,0.6963193983435022,0.6446856188300419,1.1080178384952424,0.84,0.03,0.40014415736091435,0.0,0.0
s2_wifi_degraded,moving_average,static_fusion,0.6963193983435022,0.6446856188300419,1.1080178384952424,0.84,0.03,0.40014415736091435,0.0,0.0
s2_wifi_degraded,median,wifi_only,1.4972990660916294,1.064838444734606,3.1123773903142253,0.49,0.24,0.8628275513083894,0.0,0.0
s2_wifi_degraded,median,vlp_only,0.6700844259661697,0.6321764811393699,1.1227678463627484,0.83,0.01,0.39769324132940653,0.0,0.0
s2_wifi_degraded,median,static_fusion,0.6700844259661697,0.6321764811393699,1.1227678463627484,0.83,0.01,0.39769324132940653,0.0,0.0
s2_wifi_degraded,ema,wifi_only,1.446038175015324,0.9785450899189716,3.2179608732436757,0.52,0.23,1.1942249356985275,0.0,0.0
s2_wifi_degraded,ema,vlp_only,0.6464545341707902,0.6155123322657028,1.0779132008188534,0.87,0.01,0.3817415875111498,0.0,0.0
s2_wifi_degraded,ema,static_fusion,0.6464139966652204,0.6155123322657028,1.0779132008188534,0.87,0.01,0.37582455278764576,0.0,0.0
s3_vlp_blocked,raw,wifi_only,1.4942046469771881,1.0893256394552742,3.390196907250577,0.46,0.25,2.098783241931102,0.0,0.3333333333333333
s3_vlp_blocked,raw,vlp_only,1.043055168681014,0.5280714247528739,2.6987974206251026,0.7,0.21,1.4215619357137004,0.0,0.3333333333333333
