scenario,gsp_method,mean_error_m,median_error_m,p90_error_m,zone_accuracy,failure_rate,trajectory_smoothness_m_per_step,wifi_event_recovery_steps,vlp_event_recovery_steps
s1_clean,static_raw,0.8424976079280156,0.724540784056857,1.540223894023157,0.73,0.06,0.9462663278113919,0.0,0.0
s1_clean,graph_diffusion_1,0.8576962357045949,0.72335623294495,1.5379511227970293,0.69,0.06,0.9307195460713468,0.0,0.0
s1_clean,graph_diffusion_3,0.8930751973097019,0.7594554942035601,1.6305682788486007,0.67,0.06,0.9066093144811447,0.0,0.0
s1_clean,laplacian,0.8628473966672418,0.7238428544038895,1.5474138982136316,0.7,0.06,0.9293871800683897,0.0,0.0
s2_wifi_degraded,static_raw,1.296836270384656,0.8315495041724901,3.1419941437482537,0.56,0.21,1.6199947504737613,0.0,0.0
s2_wifi_degraded,graph_diffusion_1,1.3055780297782151,0.8832346798615377,3.127801246288028,0.56,0.23,1.5960852827767007,0.0,0.0
s2_wifi_degraded,graph_diffusion_3,1.3313141837347724,0.9630727226468289,3.035071544350597,0.52,0.24,1.5596094577418178,0.0,0.0
s2_wifi_degraded,laplacian,1.3129607080332675,0.8721731759510122,3.148112057179399,0.56,0.22,1.5933378541275927,0.0,0.0
s3_vlp_blocked,static_raw,0.9709185479616294,0.7522131858369423,2.1119795360414506,0.65,0.11,1.172459550014188,0.0,0.0
s3_vlp_blocked,graph_diffusion_1,0.9840981666059221,0.7760736173061464,2.068642067692911,0.65,0.11,1.1565991826505129,0.0,0.0
s3_vlp_blocked,graph_diffusion_3,1.0168825411302196,0.7848990512186806,2.0457483884108054,0.62,0.11,1.1279894870424538,0.0,0.0
s3_vlp_blocked,laplacian,0.9910876338703076,0.7768181982830962,2.1173790046552092,0.65,0.11,1.152312619528858,0.0,0.0
s4_mixed_dynamic,static_raw,1.1432076127198785,0.8362114191570795,2.6893623302668046,0.62,0.16,1.4086330920031258,0.6666666666666666,0.5
s4_mixed_dynamic,graph_diffusion_1,1.147602960736566,0.8783271492206581,2.7204191764568653,0.63,0.16,1.3840417141584078,0.6666666666666666,0.5
s4_mixed_dynamic,graph_diffusion_3,1.1656524697025916,0.896275728842308,2.7736609370583323,0.59,0.15,1.341142597710746,0.6666666666666666,0.5
s4_mixed_dynamic,laplacian,1.1533141283094412,0.8697354754010358,2.7056655826406018,0.61,0.16,1.3811760244384124,0.6666666666666666,0.5
