seed,scenario,method,mean_error_m,median_error_m,p90_error_m,zone_accuracy,failure_rate,trajectory_smoothness_m_per_step,wifi_event_recovery_steps,vlp_event_recovery_steps
101,s1_clean,adaptive_fusion,0.4690428504901468,0.42021202539235825,0.7889094314575232,0.93,0.0,0.43577914771445403,0.0,0.0
101,s2_wifi_degraded,adaptive_fusion,0.47490422092163953,0.436415894802767,0.7242944988915151,0.94,0.01,0.5224103721845699,0.0,0.0
101,s3_vlp_blocked,adaptive_fusion,0.7920870602466327,0.520547751145602,1.6779166312889469,0.76,0.09,0.734646536117963,0.0,0.0
101,s4_mixed_dynamic,adaptive_fusion,0.5730375989599916,0.4502513430133578,1.0055069188466275,0.89,0.03,0.49458575796825904,0.0,0.0
