seed,scenario,method,mean_error_m,median_error_m,p90_error_m,zone_accuracy,failure_rate,trajectory_smoothness_m_per_step,wifi_event_recovery_steps,vlp_event_recovery_steps
105,s1_clean,adaptive_fusion,0.4437896341909656,0.3535679952703964,0.7545867816943592,0.93,0.02,0.452382267211963,0.0,0.0
105,s2_wifi_degraded,adaptive_fusion,0.43732480741173146,0.3535679952703964,0.7553605502779075,0.94,0.01,0.42979572198469246,0.0,0.0
105,s3_vlp_blocked,adaptive_fusion,0.740563409396787,0.49819264191736423,1.8748007087843919,0.79,0.07,0.7439092466130848,0.0,0.6666666666666666
105,s4_mixed_dynamic,adaptive_fusion,0.5871779599318766,0.4344233829685989,1.2047839297524026,0.85,0.03,0.44401431645695105,0.0,0.0
