scenario,filter_name,signal_group,raw_mean_std,filtered_mean_std,std_reduction_percent
s1_clean,moving_average,wifi,4.981560368255718,4.468810493392923,10.292957165193066
s1_clean,moving_average,vlp,0.037387811502138435,0.03783566631298574,-1.1978631346787656
s1_clean,median,wifi,4.981560368255718,4.449621271904708,10.678162202765144
s1_clean,median,vlp,0.037387811502138435,0.03806125246910715,-1.801231310182998
s1_clean,ema,wifi,4.981560368255718,4.481586448093795,10.036492247447923
s1_clean,ema,vlp,0.037387811502138435,0.03738024759872686,0.02023093384629958
s2_wifi_degraded,moving_average,wifi,6.447299706858288,4.80453227768944,25.479929642814035
s2_wifi_degraded,moving_average,vlp,0.03736446425389483,0.0378364598793352,-1.2632206425686103
s2_wifi_degraded,median,wifi,6.447299706858288,5.09906410225346,20.911632247693518
s2_wifi_degraded,median,vlp,0.03736446425389483,0.038106678761243254,-1.9864181707651745
s2_wifi_degraded,ema,wifi,6.447299706858288,4.800174277881241,25.547523829626286
s2_wifi_degraded,ema,vlp,0.03736446425389483,0.037369512826301875,-0.013511694889401949
s3_vlp_blocked,moving_average,wifi,5.0490622716105715,4.4829540038449425,11.212146678180092
s3_vlp_blocked,moving_average,vlp,0.03672402800880871,0.035030868950697645,4.610493864411985
s3_vlp_blocked,median,wifi,5.0490622716105715,4.562407609156899,9.638515753509171
s3_vlp_blocked,median,vlp,0.03672402800880871,0.036414028253244524,0.8441333164483718
s3_vlp_blocked,ema,wifi,5.0490622716105715,4.486798439486936,11.136005101087457
s3_vlp_blocked,ema,vlp,0.03672402800880871,0.03471014756357525,5.483822321316177
s4_mixed_dynamic,moving_average,wifi,6.4318198295247235,4.85251257299153,24.554594164524286
s4_mixed_dynamic,moving_average,vlp,0.03711454953641705,0.03601740318279286,2.956108500111702
s4_mixed_dynamic,median,wifi,6.4318198295247235,4.998948627301487,22.27785044048907
s4_mixed_dynamic,median,vlp,0.03711454953641705,0.03734006962044779,-0.6076325507048167
s4_mixed_dynamic,ema,wifi,6.4318198295247235,4.875040510276447,24.204336572085136
s4_mixed_dynamic,ema,vlp,0.03711454953641705,0.03557766208850416,4.14092981622986
