scenario,signal_variant,method,mean_error_m,median_error_m,p90_error_m,zone_accuracy,failure_rate,trajectory_smoothness_m_per_step,wifi_event_recovery_steps,vlp_event_recovery_steps
s1_clean,raw,wifi_only,1.1311407083227163,1.0004566227023517,2.193678333715293,0.5,0.12,1.5746512894082503,0.0,0.0
s1_clean,raw,vlp_only,0.4690428504901468,0.42021202539235825,0.7889094314575232,0.93,0.0,0.43577914771445403,0.0,0.0
s1_clean,raw,static_fusion,0.4690428504901468,0.42021202539235825,0.7889094314575232,0.93,0.0,0.43577914771445403,0.0,0.0
s1_clean,moving_average,wifi_only,0.7801385754317398,0.7266448703686728,1.2419377293513936,0.76,0.02,0.498769733345765,0.0,0.0
s1_clean,moving_average,vlp_only,0.6230539943467651,0.6092486432801927,0.975919034021518,0.9,0.0,0.36088810162987733,0.0,0.0
s1_clean,moving_average,static_fusion,0.6230539943467651,0.6092486432801927,0.975919034021518,0.9,0.0,0.36088810162987733,0.0,0.0
s1_clean,median,wifi_only,0.8320601673117739,0.7932240109693318,1.4000852919707338,0.7,0.01,0.6004313000351184,0.0,0.0
s1_clean,median,vlp_only,0.6526687510260147,0.6303585907519691,1.0746505646501507,0.88,0.0,0.36925605238488934,0.0,0.0
s1_clean,median,static_fusion,0.6526687510260147,0.6303585907519691,1.0746505646501507,0.88,0.0,0.36925605238488934,0.0,0.0
s1_clean,ema,wifi_only,0.7454867996942006,0.6748013934049066,1.2419377293513936,0.8,0.02,0.5576427346058276,0.0,0.0
s1_clean,ema,vlp_only,0.626846763000193,0.5828152954912287,1.0321750398588403,0.88,0.0,0.39537510731041364,0.0,0.0
s1_clean,ema,static_fusion,0.626846763000193,0.5828152954912287,1.0321750398588403,0.88,0.0,0.39537510731041364,0.0,0.0
s2_wifi_degraded,raw,wifi_only,1.9292904681760066,1.5485600049459387,4.276704392001074,0.36,0.38,2.8083561776850687,0.25,0.0
s2_wifi_degraded,raw,vlp_only,0.4724528817265758,0.4312906007852566,0.7242944988915151,0.94,0.01,0.5224103721845699,0.0,0.0
s2_wifi_degraded,raw,static_fusion,0.4747966065737545,0.4312906007852566,0.7324910383168483,0.93,0.01,0.5366953576630861,0.0,0.0
s2_wifi_degraded,moving_average,wifi_only,1.271991059124755,1.116736559857271,2.1201291445502344,0.43,0.15,0.9497109518044831,0.0,0.0
s2_wifi_degraded,moving_average,vlp_only,0.6553922988036844,0.6303585907519691,1.0765016577794329,0.87,0.0,0.36088810162987733,0.0,0.0
s2_wifi_degraded,moving_average,static_fusion,0.6553922988036844,0.6303585907519691,1.0765016577794329,0.87,0.0,0.36088810162987733,0.0,0.0
s2_wifi_degraded,median,wifi_only,1.3174113155179048,1.0967983801117116,2.1695119014439976,0.44,0.14,0.9560096062874727,0.0,0.0
s2_wifi_degraded,median,vlp_only,0.6726446606988418,0.6535809341615186,1.1139587586508333,0.87,0.0,0.3876586222346539,0.0,0.0
s2_wifi_degraded,median,static_fusion,0.6726446606988418,0.6535809341615186,1.1139587586508333,0.87,0.0,0.3876586222346539,0.0,0.0
s2_wifi_degraded,ema,wifi_only,1.340684056947959,1.079642083447153,2.4908035121864858,0.46,0.16,1.234258069780374,0.0,0.0
s2_wifi_degraded,ema,vlp_only,0.6120619936374289,0.5761980403483576,0.9633085241471313,0.91,0.0,0.39537510731041364,0.0,0.0
s2_wifi_degraded,ema,static_fusion,0.6087626727546912,0.5696597473325835,0.9633085241471313,0.91,0.0,0.39537510731041364,0.0,0.0
