scenario,method_family,method_label,n_seeds,mean_error_m_mean,mean_error_m_std,mean_error_m_ci95_low,mean_error_m_ci95_high,median_error_m_mean,median_error_m_std,p90_error_m_mean,p90_error_m_std,p90_error_m_ci95_low,p90_error_m_ci95_high,failure_rate_mean,failure_rate_std,trajectory_smoothness_m_per_step_mean,trajectory_smoothness_m_per_step_std,zone_accuracy_mean,zone_accuracy_std
s4_mixed_dynamic,baseline,vlp_only,10,0.8105189108275315,0.1040738722318499,0.736068947595369,0.8849688740596939,0.4660966013683078,0.0313537198470984,1.956960259731344,0.6664188537076038,1.4802329304625554,2.433687589000132,0.103,0.0290784379834191,0.9799996799759771,0.16025014977117,0.818,0.0537070241629942
s4_mixed_dynamic,baseline,wifi_only,10,2.033739414856654,0.2500422696440267,1.8548699504822204,2.212608879231088,1.4712375874022354,0.211182038502088,4.419176228364615,0.7604471056493634,3.875185139712939,4.96316731701629,0.352,0.0714609450445952,2.8304236764068413,0.4246343861750448,0.346,0.059292120518291
s4_mixed_dynamic,dsp_static,static_fusion_median,10,0.8288271253213322,0.052762814666448,0.7910828814712383,0.8665713691714261,0.7060298590670495,0.0567304686607249,1.3647852165145031,0.1578604243977237,1.2518586717421314,1.4777117612868749,0.043,0.0240601099101581,0.502390613316544,0.0770019398079236,0.748,0.0498442017133833
s4_mixed_dynamic,gsp_expected,graph_diffusion_3,10,1.113215225142536,0.0780995145023067,1.057346198090355,1.1690842521947171,0.8825557909496604,0.0629634046826931,2.234271852156577,0.2654336243187628,2.044392075923327,2.424151628389827,0.132,0.0413118223595457,1.3610112934274476,0.1157540916559091,0.5670000000000001,0.0434741302385683
s1_clean,kalman_tracking,kalman_static_fusion,10,0.37582191041357293,0.030590916055401752,0.3539384873533724,0.39770533347377346,0.33245698863407896,0.029817538665997356,0.6760733215445165,0.09008354176275181,0.6116314378302352,0.7405152052587978,0.0,0.0,0.34836345815485603,0.02826620899376037,0.9730000000000001,0.015670212364724226
s1_clean,kalman_tracking,kalman_static_fusion_median,10,0.7163816777823571,0.04660143480094806,0.6830450195693571,0.749718335995357,0.7164388341143156,0.05057192105960747,1.1128437919284726,0.07719746474853295,1.0576200523971826,1.1680675314597626,0.0,0.0,0.3244204989101583,0.03243114767853882,0.8400000000000001,0.03800584750330459
s1_clean,kalman_tracking,kalman_vlp_only,10,0.37503958587665087,0.03096243980226313,0.35289039073840095,0.3971887810149008,0.3313329011599834,0.029654701659650493,0.6743400539087222,0.09232677214335336,0.6082934598499944,0.74038664796745,0.0,0.0,0.3484319225804531,0.028379037726704553,0.9730000000000001,0.015670212364724226
s1_clean,kalman_tracking,kalman_wifi_only,10,1.0056454676538347,0.1281218907148629,0.9139925883249387,1.0972983469827307,0.7928822121642172,0.0751081228208024,1.9940720722654994,0.43499583847572126,1.6828947951433926,2.3052493493876063,0.099,0.0404007700696685,0.8118136835745663,0.10015781250110284,0.6360000000000001,0.07974960814950754
s2_wifi_degraded,kalman_tracking,kalman_static_fusion,10,0.3812991626128711,0.046665698722663185,0.3479165327596676,0.4146817924660746,0.332334726743574,0.03015879160729998,0.6920407832772305,0.14764323815772165,0.5864231732412328,0.7976583933132282,0.002,0.006324555320336759,0.3602695597694147,0.03358369780093593,0.9690000000000001,0.032128215360057305
s2_wifi_degraded,kalman_tracking,kalman_static_fusion_median,10,0.7172326095627277,0.05331776631707099,0.679091377216881,0.7553738419085745,0.7131105139042596,0.05569662229068996,1.0879444950050057,0.09086417734260385,1.0229441782376307,1.1529448117723806,0.001,0.00316227766016838,0.3269496358584109,0.033252997375011986,0.8379999999999999,0.06250333324444919
