t,x,y
0,8.548260044884431,3.8753682667325853
1,8.648647791547123,3.682160416153107
2,8.904314502785434,3.3146022168559237
3,9.310389003930128,3.04167485894367
4,9.706838327803332,2.8964874698404373
5,9.41844096729231,2.900422758078939
6,8.964378339140287,2.9597287260816096
7,8.774353844140126,3.1314547802229358
8,8.418152736801511,3.188810020474088
9,8.165062128503568,3.3554638975618585
10,8.047852018915972,3.3896047138916883
11,7.628992597812742,3.5120336380508936
12,7.264240580596287,3.551955010215912
13,6.807654944686304,3.3798711617406227
14,6.644376635151973,3.2678225998295574
15,6.164360277507891,3.220123101722137
16,5.921670782647944,3.1703539132089666
17,5.679154300480839,2.9818995639648525
18,5.40719635144305,2.7083718362264513
19,5.231798982702207,2.4839699101632213
20,5.28923634607891,2.1927663904992882
21,5.38054459804343,2.090291333531373
22,5.395660287878729,1.904575277898607
23,5.346981386445022,1.7399481748937806
24,5.356397214861652,1.3990305548570758
25,5.55511192506875,1.1971395250192283
26,5.644488914276651,1.1264421585125568
27,5.99191614365339,0.7779056103368667
28,6.3719359824611015,0.5133126785859624
29,6.642725720701172,0.2610300095402053
30,6.746242668239441,0.19170489199498159
31,6.3564425159411115,0.43694552880919746
32,6.090439232524188,0.6864641265250186
33,5.949226125977861,0.8518939098654703
34,5.8095047430555145,1.1091466717902831
35,5.579978519259318,1.272432489793561
36,5.338528190625762,1.3036592905789073
37,4.912072310282084,1.4157812756540196
38,4.826303961432351,1.586236364932186
39,4.8018178978276085,1.8759997678234683
40,4.769561461430565,2.1910721381589235
41,4.525918490013359,2.5722964918931615
42,4.603145206950584,2.6916064645435154
43,4.636858519470941,2.83301729155527
44,4.734121569139968,3.1877348970907184
45,4.820450082367587,3.2794971977323337
46,5.062857013263392,3.3252726841438496
47,5.223527674927983,3.3636079119505795
48,5.715643126853525,3.4347811219492
49,6.036475943181564,3.3384942549601306
50,6.26597077792921,3.2310160910129526
51,6.557154939381723,3.0499936079927075
52,6.7452470995562726,2.8684941089667966
53,6.89633119872926,2.646701910339533
54,7.0938394904620115,2.230395250989873
55,7.327799421114381,2.083866639869165
56,7.4404788553418495,2.0885416935474934
57,7.579211275373233,2.0714456103345764
58,7.844337613028887,1.6670430401807117
59,7.979950544975631,1.4630004361001532
60,8.127206923732981,1.3162437323059886
61,8.189098931075993,1.1020139318013231
62,8.244559866287215,0.9834290739202509
63,8.469449233099015,0.5380851752887181
64,8.61129496830597,0.2850740111733432
65,8.649656672908945,0.18297238999982024
66,8.433510539178341,0.5984305923139432
67,8.390725265666473,0.8870681197350446
68,8.28586833451047,1.075450447649671
69,8.00771188370768,1.2586421068158191
70,7.876253087162693,1.4325757096206517
71,7.764584357169141,1.783515740895847
72,7.724461665749093,1.919199890822522
73,7.434410446855592,2.196460502510213
74,7.329501734941545,2.3415129088824695
75,7.071931175766185,2.639246667376174
76,6.978026390337671,2.8586906033898587
77,7.0562810762727315,3.07562739707137
78,6.986478911581751,3.499417790512807
79,7.059635179641974,3.643912026483358
80,7.1112309802125475,3.866216527347812
81,7.093666462300226,4.151666727840037
82,7.179940304559092,4.40982120831966
83,7.389306456175779,4.728806808316636
84,7.471099094223947,5.062300262899215
85,7.6394761033385645,5.452330212055501
86,7.5902102815473755,5.578300437724326
87,7.462795792010998,5.791477714093946
88,7.440607753073426,5.980848219358611
89,7.440906125309533,6.113793031097752
90,7.279806471044582,6.464561962588011
91,7.195775699002211,6.545903417221667
92,7.071679731335141,6.664553875446808
93,6.88601961932652,6.885266262387327
94,6.836265376227635,7.09347815473235
95,6.749970613133377,7.2047970050942345
96,6.520102407663193,7.416654680272662
97,6.235078071420909,7.80527981884087
98,5.9882339790337795,7.93574951314563
99,5.822657938153183,7.968265377624689
