t,x,y
0,7.708518498956285,6.537185189018777
1,7.762228944549189,6.781375783910273
2,7.8391309586775835,7.167874595498286
3,7.94346543019908,7.5103051184045535
4,7.999186140694022,7.623886621271602
5,8.226562675373907,7.955827377167044
6,8.280648608306477,8.135508799595996
7,8.426531854440203,8.334139776009467
8,8.640813839766498,8.694587576233882
9,8.773434572913224,8.991156753090223
10,8.969081214365445,9.315966535180728
11,9.158262661443553,9.76651178862036
12,9.226935916965898,9.928675601070118
13,9.28457534064934,9.54739973958025
14,9.55154708556551,9.187880405968292
15,9.66616567574389,8.964158259736895
16,9.783739284953958,8.603729760291959
17,9.816728934060924,8.290196131329282
18,9.898369940505676,8.170920930516099
19,9.760036529571133,8.31653053319644
20,9.637633694040824,8.49751598572513
21,9.488164788775736,8.737066335022115
22,9.401483371555605,8.971936242221727
23,9.373588623793506,9.260353868533855
24,9.127375220319832,9.429716922223497
25,8.726509377545842,9.486750180536124
26,8.556615925716626,9.685615586341887
27,8.275272196622463,9.909492501471659
28,8.516464193829812,9.620395436542294
29,8.726745769238578,9.594339738596462
30,8.943827322619104,9.579744922705936
31,9.351601400735193,9.795243901577573
32,9.577016681956424,9.919176372465715
33,9.147990241252389,9.767587766470918
34,8.966209639861209,9.397254516581212
35,8.92197380793632,9.185323746168985
36,8.914109042937588,8.939758011878457
37,9.07928845907877,8.665910920697108
38,9.268317079915313,8.479283196707053
39,9.629151173072932,8.405680386891111
40,9.137911967096755,8.357214530377181
41,8.850804346095984,8.419767971950433
42,8.608468710412893,8.558343031691317
43,8.31237088540844,8.610789569269624
44,7.876973615803656,8.676310108296393
45,7.69864374306643,8.764902399912266
46,7.492119654821085,8.780131979271454
47,7.191471021360378,8.723132508528103
48,6.992004119632241,8.748418280606632
49,6.846275017181253,8.922858028731762
50,6.689596236262092,9.105068122957537
51,6.651524336471364,9.303485813902295
52,6.511030711247975,9.630572115899895
53,6.420605168362592,9.834308948608536
54,6.482295444389094,9.655075180886994
55,6.562363950563185,9.549970952544058
56,6.608994574111493,9.255964739086862
57,6.638238185227195,8.788984466893778
58,6.715833516903254,8.506019535638835
59,6.712650009001855,8.176417392861678
60,6.866771266170202,7.830791223796943
61,6.935196676516079,7.575933102373101
62,6.925151254140051,7.098088212920689
63,6.9536901632065256,6.989777604364947
64,6.966708536003405,6.623992067365702
65,7.006265988225517,6.167924934295798
66,7.1955730357588115,5.900698987196131
67,7.2146221280111735,5.480629494443392
68,7.224596969394833,5.365365355851328
69,7.3987606078939105,4.973012310374174
70,7.635914401899096,4.715226258016342
71,7.8713573921067255,4.543524489496297
72,8.272955973874682,4.373796974104669
73,8.62151579149036,4.028494957379147
74,8.748435457425892,3.685738487590071
75,8.835085190139699,3.5526052200138745
76,8.909093693609096,3.3558416683741257
77,9.099711473119482,3.177715842546163
78,9.333851006911317,2.7984046692967013
79,9.466292753776418,2.3343638530652036
80,9.611899936659418,2.1233127188235335
81,9.858322040787618,1.7145087247330029
82,9.758809756481527,1.8587665766892738
83,9.674741536762077,1.980219721792202
84,9.543539060630476,2.38811292843674
85,9.538461254265044,2.5486577064401916
86,9.544593459510066,2.7077556794947983
87,9.633379023943917,3.061085408030138
88,9.752600157839524,3.1989561900337318
89,9.40578903862998,2.8552477628804214
90,9.127964250423506,2.698331211248074
91,8.800406594259712,2.6051004251712406
92,8.550281299097398,2.4566413196249433
93,8.206258987477604,2.220074095586588
94,7.989681515495209,2.1664204126445497
95,7.820856477729749,2.2166888446037634
96,7.438849577500529,2.091977264871964
97,7.303823403549243,2.032738937171799
98,7.052510845305025,1.9258529473001484
99,6.623312112175848,1.726390708485309
