t,x,y
0,3.50146586178358,2.794545781008381
1,3.8334314692961406,3.0879105600798664
2,4.0456173120900445,3.1263296245930507
3,4.42592581634721,3.113695449768073
4,4.708255729915193,3.19039433570727
5,4.978762662726669,3.1377308438859237
6,5.202025987228208,3.1529819162085304
7,5.347337808465035,3.292281793156062
8,5.7168271794739995,3.58088982297864
9,5.862414412197704,3.68421178879823
10,6.2621648807209205,3.8650098977236773
11,6.386402797469953,4.000359969380765
12,6.486403725025359,4.131792507959473
13,6.594101310260236,4.146666699824417
14,6.938536691705024,4.190811224101229
15,7.095444556622987,4.3190830854397095
16,7.322508343984496,4.588300078241882
17,7.446193242310456,4.675563891349093
18,7.634031718409139,4.77391982605946
19,7.862727723450558,4.97492979510894
20,7.939266457295782,5.129541394281456
21,8.011102297567714,5.276303396065385
22,8.343062278059984,5.445902988798278
23,8.52052164720882,5.6027346910434765
24,8.840063415262575,5.876328672083288
25,9.133542118122302,6.275738550131283
26,9.356188007932179,6.65718067016028
27,9.561103088027537,7.107641397521033
28,9.622944503897521,7.287936096739562
29,9.567042849149868,7.590650497286169
30,9.368809486427658,7.926124173973704
31,9.317903367352146,8.04732779879347
32,9.186332412855085,8.43241929333643
33,9.112727671229191,8.796655767469591
34,9.270799859312152,9.22745450829668
35,9.423420837008933,9.422997081607893
36,9.481110661263054,9.62212971253768
37,9.541752579513968,9.922039088278781
38,9.402562603553038,9.543991147418636
39,9.44479730227728,9.391504817262847
40,9.525454359161257,8.940867722935458
41,9.823585243977657,8.584999463128653
42,9.694700842723162,8.966546447675274
43,9.569223421271444,9.326938465999294
44,9.534535416987815,9.784343768551336
45,9.54487381028695,9.923328368282979
46,9.558162041417896,9.663482828106742
47,9.5646528065164,9.424365913186056
48,9.50103939557558,9.114055937821927
49,9.414656161118282,8.731094504017625
50,9.216336055882559,8.49062670552971
51,9.11760935449355,8.438577566893754
52,8.922779282926651,8.205081914366874
53,8.733693244154269,8.016610598714413
54,8.604067606013617,7.71418254806786
55,8.380292121918876,7.508518197183664
56,8.261298236940235,7.032237617033076
57,8.367834526148913,6.700942345233571
58,8.353958878788386,6.494196804329148
59,8.336546429042226,6.293616283957347
60,8.40346815147133,6.116995442632617
61,8.546844700935843,5.924881887661858
62,8.729904160776496,5.547744951919951
63,8.77202584280195,5.143629060389316
64,8.718437609453172,4.97610578105409
65,8.667563530000693,4.866630764710654
66,8.542366419283344,4.760216825616967
67,8.382687489621802,4.499553999003734
68,8.31381336958047,4.356990528873265
69,8.173199902177743,4.055129301838792
70,7.958876024659174,3.799783052657366
71,7.833669525191001,3.638141757452688
72,7.664684483724226,3.3337804086327285
73,7.325126662205962,3.0900072935102134
74,7.295614884999138,2.9887682845800643
75,7.296351451677773,2.7981957083619076
76,7.251642624966383,2.337893241987238
77,7.191112638050282,2.1110497171234197
78,7.088997127565227,1.8280730412017787
79,7.114586335383993,1.531713950324241
80,7.170157133048356,1.3067743629177078
81,7.201631077444322,1.1339839347561254
82,7.155776983713249,0.8528139925624313
83,6.976127786010122,0.4956267479912126
84,6.74255867268218,0.08437288817840155
85,7.064294392948221,0.3942671783051067
86,7.176188436555574,0.5060043216815018
87,7.307226017604519,0.5668144077417742
88,7.687860172244926,0.7189120364284933
89,7.9833867926763435,0.8375621710500243
90,8.256293406597695,0.875446755726633
91,8.425989160054677,0.9304525474016901
92,8.863055882305986,1.1231286812777777
93,9.230219658604039,1.1465464090231468
94,9.37371170551081,1.1697545088119141
95,9.770217154834043,1.159649324523821
96,9.580636215239199,1.1294724581913533
97,9.431952925308204,0.9654622254894044
98,9.360595724435434,0.6120686019402459
99,9.26764607580253,0.4010204672213302
