t,scenario,true_x,true_y,wifi_degraded,vlp_blocked,mixed_dynamic,wifi_ap1_dbm,wifi_ap1_clean_dbm,wifi_ap2_dbm,wifi_ap2_clean_dbm,wifi_ap3_dbm,wifi_ap3_clean_dbm,vlp_led1_intensity,vlp_led1_clean_intensity,vlp_led2_intensity,vlp_led2_clean_intensity,vlp_led3_intensity,vlp_led3_clean_intensity,vlp_led4_intensity,vlp_led4_clean_intensity
0,s1_clean,6.1055626688123565,8.931678203850066,False,False,False,-60.74025558490796,-61.44212456873943,-61.126901795738476,-60.38326695527631,-43.223173363159674,-40.977043661348986,0.014070792378891495,0.014512986082588575,0.018092747158970985,0.01797363269120391,0.04618587496717872,0.04603273946289546,0.11903684331907088,0.1182464000600222
1,s1_clean,6.320554771122484,9.075343533082185,False,False,False,-60.75945125564921,-61.67992272512559,-60.37606101521229,-60.456503932781374,-44.02969413335725,-42.67216687551535,0.015287590053308455,0.013749923068228791,0.01811452503946662,0.01758055601005238,0.04049196469665401,0.04197525960295465,0.12617825427668863,0.1253619828674846
2,s1_clean,6.58026211240472,9.446929430621816,False,False,False,-62.48426035939223,-62.117493723249076,-61.30615627031185,-60.76414599988776,-43.59993033432258,-44.73964481683798,0.012569586385615514,0.012432312436096838,0.015149460165233181,0.016267459518948535,0.037425324111860975,0.03693798059739203,0.12260637389424678,0.12331580747418978
3,s1_clean,6.690486996140005,9.773722821152626,False,False,False,-60.46394593559574,-62.42743715663006,-63.40780191263448,-61.07009832127243,-45.78084180360048,-45.92485468426778,0.011648952653653793,0.011569864630437006,0.014138838609010686,0.015118165667488661,0.03510759206802144,0.03430912968966424,0.1117859983819536,0.112855137367999
4,s1_clean,6.648930003357536,9.453988556211296,False,False,False,-61.69120191334131,-62.15881717995184,-64.4805972153159,-60.75123993065357,-45.45412296274784,-45.127508315979185,0.012613040388316206,0.01231914030324932,0.017555964650783254,0.016290004955165867,0.037142162843195756,0.0360664060323944,0.1263488508700304,0.1259529464938366
5,s1_clean,6.503414861243288,9.34880509424309,False,False,False,-63.86176445857478,-61.9995280636318,-57.98093727721642,-60.68489241050824,-44.054176204644854,-44.14620136579734,0.013027113348843329,0.012773727940501287,0.016277193498671808,0.016598969597616572,0.03805907979488222,0.0383141460126734,0.12544298297964493,0.12408422338070421
6,s1_clean,6.309679632446698,9.224501326679391,False,False,False,-63.566392047944085,-61.796771594500626,-62.533838453619886,-60.61803987167855,-44.36354386284763,-42.71598215213321,0.016941914886497225,0.013374927940859642,0.016641622362208678,0.01693462826734811,0.04013888311435992,0.04154076002700366,0.11810361448046945,0.11966608694838358
7,s1_clean,6.06460409098813,9.084291660062746,False,False,False,-63.9403287937644,-61.54976956582568,-60.48261681033678,-60.55976168788711,-37.59807287438881,-40.62799354145278,0.014276759189642468,0.01414263231664348,0.017127902484142705,0.017261335303937142,0.0456032515642407,0.046089969383375076,0.1120644358905082,0.11208945617220575
8,s1_clean,5.726062604387588,9.046898224684307,False,False,False,-63.5863093754722,-61.33955458498227,-60.17051247137456,-60.6555961580599,-37.36827220354334,-36.96131963427428,0.014265197961280894,0.014805532925534513,0.01825883796044963,0.016998255643088926,0.05340256336097997,0.0526883203176617,0.09771918003376487,0.0974014541497558
9,s1_clean,5.334545965818324,9.091415993613808,False,False,False,-57.145186829266265,-61.18179640074638,-61.16811317777694,-60.86824458064132,-30.32629977135437,-29.882043694886306,0.017409010251813694,0.015288795191088226,0.014668016839050082,0.016288548110720853,0.05787922958951064,0.06131062871701419,0.08222237391228085,0.08132835833163893
