t,scenario,true_x,true_y,wifi_degraded,vlp_blocked,mixed_dynamic,wifi_ap1_dbm,wifi_ap1_clean_dbm,wifi_ap2_dbm,wifi_ap2_clean_dbm,wifi_ap3_dbm,wifi_ap3_clean_dbm,vlp_led1_intensity,vlp_led1_clean_intensity,vlp_led2_intensity,vlp_led2_clean_intensity,vlp_led3_intensity,vlp_led3_clean_intensity,vlp_led4_intensity,vlp_led4_clean_intensity
0,s1_clean,7.708518498956285,6.537185189018777,False,False,False,-62.79442141241782,-60.667822688184984,-56.306748063535466,-56.605418087900404,-51.81276239237883,-52.3986979452754,0.017522584287050027,0.017490702369103276,0.04033763881355284,0.04053340188833945,0.028382831312032713,0.025821771003836497,0.16111799492104362,0.1606480249157306
1,s1_clean,7.762228944549189,6.781375783910273,False,False,False,-57.91384132988512,-60.88308361484913,-55.73982409464913,-56.97879139879119,-51.761223507103594,-52.0859191748484,0.017518471149684106,0.016648675886530236,0.03832580532905689,0.03714973907862571,0.025471117881821752,0.02584758937583149,0.18130410563086236,0.18045394817037955
2,s1_clean,7.839130958677583,7.167874595498286,False,False,False,-63.9755948245161,-61.21327758263732,-59.729805245309095,-57.54928144000964,-49.563677930530766,-51.633217664900165,0.017004081527902667,0.015431532421671081,0.03220659861613635,0.032538518538397496,0.026913598438814048,0.025781247172797492,0.21041475996171422,0.21194022312861782
3,s1_clean,7.94346543019908,7.5103051184045535,False,False,False,-58.448367722774734,-61.528187912439435,-58.731105997296375,-58.02341894955954,-51.77905149306838,-51.40431374887509,0.012612619900730627,0.014349622622335748,0.030788101434251265,0.029097969925569688,0.025703201537539973,0.025275130923030017,0.23659645560996467,0.23568245386425643
4,s1_clean,7.999186140694022,7.623886621271602,False,False,False,-57.865894007078445,-61.64634597445115,-54.53090457029466,-58.17231546192099,-49.848958868810556,-51.406782660282836,0.012030028753050068,0.01396290487468568,0.027840600382244198,0.028067731957353726,0.026801672236078943,0.024917960341380514,0.24044115484950196,0.2414606280215374
5,s1_clean,8.226562675373907,7.955827377167044,False,False,False,-61.43987539105182,-62.02889796628993,-54.59062852982954,-58.59037627578381,-53.77270101881593,-51.668092952353916,0.014181332663822679,0.012780865511121368,0.024504046489423805,0.025301588359586798,0.022304211359525265,0.023379762596250974,0.24416569886092884,0.2461538461538462
6,s1_clean,8.280648608306477,8.135508799595996,False,False,False,-63.5798404122595,-62.183843596935304,-58.20717721159322,-58.82365598915953,-53.192900109684615,-51.67182869554949,0.013382151107636098,0.012331822433002891,0.024410532115974257,0.02396746261376562,0.023306686029770728,0.023007065003926762,0.24322451316325627,0.24407351216640608
7,s1_clean,8.426531854440203,8.334139776009467,False,False,False,-65.36690543692633,-62.40919182942127,-60.10954728568492,-59.06680078400515,-53.03487951200924,-51.943881066322064,0.01393044529692735,0.011706635683724773,0.023752049280376455,0.022571704372728332,0.020554534112430058,0.022020630171544868,0.23099719473959895,0.23290593782213168
8,s1_clean,8.640813839766498,8.694587576233882,False,False,False,-61.22097979609603,-62.77402205256567,-62.2104491504372,-59.50647618201231,-52.38871693224352,-52.37986526323718,0.009014080377165634,0.010762187680812026,0.02094372464068736,0.020313582729502,0.020287465129237483,0.02058339078190857,0.20484946486270253,0.2043696571382032
9,s1_clean,8.773434572913224,8.991156753090223,False,False,False,-65.91093636444067,-63.03860093668056,-57.35217449565325,-59.8612508744272,-55.1496715966689,-52.68823637048264,0.009940161916348217,0.01012599895328269,0.01889464305781356,0.01870051127615193,0.01943260289455984,0.019661117973185312,0.17973013197857593,0.17919243442355032
10,s1_clean,8.969081214365445,9.315966535180728,False,False,False,-65.62501483764765,-63.35019591295001,-59.091903683052465,-60.23814616370892,-54.370662672904416,-53.20135880828804,0.00841562061600652,0.00942582943475739,0.01915005037938179,0.017104986289587922,0.020142693138763282,0.01841625344030993,0.150008782968876,0.149905117816103
11,s1_clean,9.158262661443551,9.76651178862036,False,False,False,-67.3239839722535,-63.722339768869844,-58.496937463322226,-60.743746781846106,-56.07900200821322,-53.77569228424154,0.007568031721888563,0.008653556033087711,0.016578076278353206,0.015229908160319898,0.017048092594276386,0.017134645761531418,0.11700441818262007,0.11817346890504779
12,s1_clean,9.226935916965898,9.928675601070118,False,False,False,-64.84195041875257,-63.85359296589016,-59.81952714494907,-60.920400075026166,-53.70983602936856,-53.99776904810691,0.008043111023335998,0.008396834426223838,0.014288876080287028,0.01462645456769112,0.015506114030664968,0.016681014473701485,0.10829850843886071,0.10839918842331432
13,s1_clean,9.28457534064934,9.54739973958025,False,False,False,-62.68681545533308,-63.664806419424764,-60.832127784702436,-60.50564086039868,-51.95124763610773,-53.979319414631874,0.007435359951717298,0.008769754254496043,0.01510253565124326,0.015971028137202914,0.01702914471913444,0.016818174919954867,0.12309888279267293,0.12430730129496867
14,s1_clean,9.55154708556551,9.187880405968292,False,False,False,-60.141303837666094,-63.613217500154576,-63.68366798433581,-60.11140076316041,-50.98139406849072,-54.48763190268335,0.008257660569454112,0.008873784672809542,0.01816737001892172,0.017219729037291416,0.01776407172670176,0.016016163962559594,0.13014956330670904,0.12790409088030538
15,s1_clean,9.66616567574389,8.964158259736895,False,False,False,-64.08970247884587,-63.55699060135446,-60.53430390561482,-59.85838526367252,-53.81750346515134,-54.71740525569113,0.007369347071756356,0.00898718097344429,0.018966102840564526,0.018091162273744917,0.01677185673034036,0.015698661722227572,0.13177646143879038,0.12977390826687615
