t,scenario,true_x,true_y,wifi_degraded,vlp_blocked,mixed_dynamic,wifi_ap1_dbm,wifi_ap1_clean_dbm,wifi_ap2_dbm,wifi_ap2_clean_dbm,wifi_ap3_dbm,wifi_ap3_clean_dbm,vlp_led1_intensity,vlp_led1_clean_intensity,vlp_led2_intensity,vlp_led2_clean_intensity,vlp_led3_intensity,vlp_led3_clean_intensity,vlp_led4_intensity,vlp_led4_clean_intensity
0,s3_vlp_blocked,3.50146586178358,2.794545781008381,False,False,False,-50.04187666568141,-50.743745649512874,-57.51260229297118,-56.76896745250902,-59.957916386391354,-57.711786684580666,0.1447890136769337,0.14522845944550855,0.04033051356840798,0.040212139316584294,0.030136154415834705,0.029983970545252155,0.02026596350567422,0.01948043231745672
1,s3_vlp_blocked,3.8334314692961406,3.0879105600798664,False,False,False,-51.1024276984224,-52.022899167898785,-56.33266564721373,-56.41310856478282,-58.51830062656245,-57.16077336872055,0.11855533433100929,0.11702722290739342,0.04488866076065374,0.0443580099880076,0.03028194141194783,0.03175601864252048,0.02279457606557975,0.021983377231710594
2,s3_vlp_blocked,4.0456173120900445,3.1263296245930507,False,False,False,-52.90441957858005,-52.53765294243689,-56.63944307309971,-56.09743280267562,-55.90078538495578,-57.04049986747118,0.10592105682799537,0.10578463594333061,0.04672265335025248,0.04783370509330533,0.03179575086322589,0.031311435859449885,0.02234186342268546,0.02304688835222274
3,s3_vlp_blocked,4.42592581634721,3.113695449768073,False,False,False,-51.34255269700353,-53.30604391803786,-57.788967541052564,-55.451263949690514,-56.837751279242305,-56.9817641599096,0.08996273356281295,0.08988413701822856,0.05453814016882749,0.0555113813712708,0.03041339878320146,0.02961989830908423,0.02353776404776001,0.02460025905731788
4,s3_vlp_blocked,4.708255729915193,3.19039433570727,False,False,False,-53.48390713159332,-53.95152239820385,-58.75320304669958,-55.023845762037254,-57.149873153896635,-56.82325850712798,0.0787130653149641,0.07842099162036688,0.0627866375881253,0.06152854497673328,0.030082368021261876,0.029013296312257894,0.02673149131082546,0.02633804721285653
5,s3_vlp_blocked,4.978762662726669,3.137730843885924,False,False,False,-56.26827255896934,-54.40603616402636,-51.78099708462416,-54.48495221791598,-56.805484133223636,-56.89750929437612,0.07083610096633834,0.07058429017712185,0.0690172604603935,0.06933703693827539,0.027132758336886484,0.02738623949045694,0.028546742489307247,0.027196426663295394
6,s3_vlp_blocked,5.202025987228208,3.1529819162085304,False,False,False,-56.59933559331389,-54.82971513987043,-55.99713483455957,-54.08133625261823,-58.52581917629319,-56.87825746557877,0.06772004364907312,0.0641752231174448,0.0757080574807102,0.07599924255210411,0.025099318880152502,0.026492484074892794,0.02675801024151598,0.02831077299864908
7,s3_vlp_blocked,5.347337808465035,3.292281793156062,False,False,False,-57.60341949520345,-55.21286026726472,-53.88659768623085,-53.96374256378118,-53.629913326236384,-56.65983399330035,0.0593937373524751,0.05926044398737563,0.07856659968648551,0.07869920331145219,0.0262776865465583,0.026761379743273517,0.030096318066916268,0.030121182864466783
8,s3_vlp_blocked,5.716827179474,3.58088982297864,False,False,False,-58.31819306505774,-56.07143827456781,-53.17198678024515,-53.65707046693049,-56.636234432382395,-56.229281863113336,0.04869011585976516,0.04922709300726647,0.08663460065434771,0.08538185200443946,0.02748834187617113,0.02677853737082419,0.0351087521800223,0.034793000747726614
9,s3_vlp_blocked,5.862414412197704,3.68421178879823,False,False,False,-52.34489791453254,-56.38150748601265,-53.84867885344578,-53.54881025631016,-56.530858565926636,-56.08660248945857,0.04807387592544833,0.045966836568907085,0.0860639120963152,0.08767437286096415,0.0232251454870893,0.02663522078727011,0.03765951954359053,0.036771059665785
10,s3_vlp_blocked,6.2621648807209205,3.865009897723677,False,False,False,-56.77944611244112,-57.10586074213443,-52.001285658727305,-53.15612010493874,-57.339922047171044,-55.9121110523273,0.03946829246935023,0.03899500301757687,0.09647875431909879,0.09525321944986982,0.02525463793480804,0.02546849771674614,0.04284395511952328,0.04146243988138146
11,s3_vlp_blocked,6.386402797469953,4.000359969380765,False,False,False,-59.408135002628576,-57.37956715325362,-53.95945803365773,-53.19521050112114,-54.47264477884614,-55.73056174695599,0.03786695580975653,0.0367080654604905,0.0948098381320481,0.0942939351028783,0.02641163361163256,0.02548572616238585,0.04223120023381542,0.044246189448937094
