t,scenario,true_x,true_y,wifi_degraded,vlp_blocked,mixed_dynamic,wifi_ap1_dbm,wifi_ap1_clean_dbm,wifi_ap2_dbm,wifi_ap2_clean_dbm,wifi_ap3_dbm,wifi_ap3_clean_dbm,vlp_led1_intensity,vlp_led1_clean_intensity,vlp_led2_intensity,vlp_led2_clean_intensity,vlp_led3_intensity,vlp_led3_clean_intensity,vlp_led4_intensity,vlp_led4_clean_intensity
0,s3_vlp_blocked,2.2799291600344294,5.687548118721819,False,False,False,-57.2309228810044,-55.10432415677157,-59.79758811643735,-60.09625814080229,-53.31955715952511,-53.90549271242168,0.05660381922561656,0.05657269661479915,0.019682810607778756,0.01987391134391324,0.10859192322765437,0.10609185772390912,0.024230580641768227,0.023771803550765018
1,s3_vlp_blocked,2.311993742915821,5.314965509108,False,False,False,-51.42267802343443,-54.39192030839843,-58.58012145878656,-59.819088762928615,-54.1751163805487,-54.49981204829351,0.06713422519941928,0.06628514518136083,0.02227076617282011,0.02112270938813125,0.08807523656896728,0.0884427419308305,0.023785262117598866,0.022955352203762536
2,s3_vlp_blocked,2.4844149891244345,4.892233443738157,False,False,False,-56.39542895339545,-53.63311171151667,-61.54536429986583,-59.36484049456638,-52.951222211116495,-55.020761945485894,0.08090224124270037,0.07936714432957692,0.023047738060119127,0.023371752900767425,0.07308474635705645,0.0719793634306059,0.02119694913263006,0.022686081516043476
3,s3_vlp_blocked,2.842745217514855,4.547438345307587,False,False,False,-50.15953293005999,-53.23935311972469,-59.443523756075585,-58.73583670833875,-55.65147857776966,-55.27674083357637,0.08759277801052089,0.0892884118736903,0.028613709302683744,0.026963830356793648,0.06054871494865801,0.0601308393628788,0.024411983591675308,0.02351974992287213
4,s3_vlp_blocked,2.9864127708382706,4.543611784897228,False,False,False,-49.612745770116135,-53.39319773748884,-54.923409959731934,-58.56482085135826,-53.60733658953465,-55.16516038100693,0.0855030492064683,0.08738989150348456,0.027863417977133775,0.028085140134134674,0.060941797493029616,0.059102948516354385,0.023345966850623033,0.02434116001387761
5,s3_vlp_blocked,3.340887948111646,4.334249547684212,False,False,False,-52.831296174875206,-53.42031875011332,-53.98424045530442,-57.9839882012587,-57.38969947408726,-55.285091407625245,0.09028207253031802,0.08891495922713194,0.031317951529619324,0.032096498958200305,0.050936716396197464,0.05198665205598767,0.02360521602914655,0.02554601314644988
6,s3_vlp_blocked,3.68623544692832,4.015886165396863,False,False,False,-54.73340928892782,-53.33741247360362,-56.67637193757864,-57.29285071514495,-57.18890526332481,-55.66783384918969,0.09270798126795876,0.09168266746389048,0.03792451039449483,0.03749199313799431,0.044313248310276325,0.0440207631280602,0.025157580211202464,0.025986359257793475
7,s3_vlp_blocked,4.1188059230374,3.834922193216244,False,False,False,-56.70259054269641,-53.74487693519134,-57.57887573069049,-56.536129229010726,-56.9157528970541,-55.82475445136692,0.08651434827955569,0.08434350143027529,0.045734174798024094,0.044581941257607845,0.037272687654818004,0.03870386683120817,0.025600536067800054,0.02746382008375256
8,s3_vlp_blocked,4.374208764323148,3.616554373320941,False,False,False,-52.31604125988223,-53.86908351635187,-58.66421216915474,-55.960239200729845,-56.15629953287954,-56.1474478638732,0.07992541075606628,0.08163188473198355,0.051223420278596055,0.05060828597286462,0.03437140981662891,0.03466028763553406,0.027970406441669832,0.027502025928875073
9,s3_vlp_blocked,4.8310090365174965,3.516701129989274,False,False,False,-57.41911632377207,-54.54678089601196,-52.616031030461265,-55.12510740923521,-58.72489280442179,-56.26345757823553,0.06967540939906808,0.06985682049816294,0.06137821127405673,0.06118870297979299,0.03091543108632172,0.031138503796998947,0.02981392452909823,0.02928903290336587
