t,scenario,true_x,true_y,wifi_degraded,vlp_blocked,mixed_dynamic,wifi_ap1_dbm,wifi_ap1_clean_dbm,wifi_ap2_dbm,wifi_ap2_clean_dbm,wifi_ap3_dbm,wifi_ap3_clean_dbm,vlp_led1_intensity,vlp_led1_clean_intensity,vlp_led2_intensity,vlp_led2_clean_intensity,vlp_led3_intensity,vlp_led3_clean_intensity,vlp_led4_intensity,vlp_led4_clean_intensity
0,s4_mixed_dynamic,7.708518498956285,6.537185189018777,False,False,True,-58.17757181383276,-60.667822688184984,-56.77888775237152,-56.605418087900404,-53.9074479020103,-52.3986979452754,0.017191171531621585,0.017490702369103276,0.041049025277559374,0.04053340188833945,0.02752106875542862,0.025821771003836497,0.16061759014642812,0.1606480249157306
1,s4_mixed_dynamic,7.762228944549189,6.781375783910273,False,False,True,-62.13637093426692,-60.88308361484913,-59.01452757576498,-56.97879139879119,-52.93929859644947,-52.0859191748484,0.016555246305233917,0.016648675886530236,0.03665268032389242,0.03714973907862571,0.02633478688409486,0.02584758937583149,0.1801421854356086,0.18045394817037955
2,s4_mixed_dynamic,7.839130958677583,7.167874595498286,False,False,True,-62.87961709209871,-61.21327758263732,-54.992075337253546,-57.54928144000964,-54.998562965017626,-51.633217664900165,0.015856930165291664,0.015431532421671081,0.032279643662150054,0.032538518538397496,0.02453793990076377,0.025781247172797492,0.21224032089492284,0.21194022312861782
3,s4_mixed_dynamic,7.94346543019908,7.5103051184045535,False,False,True,-62.565623045062694,-61.528187912439435,-58.81547590695641,-58.02341894955954,-51.50564264378311,-51.40431374887509,0.013366812568155834,0.014349622622335748,0.030402606800931323,0.029097969925569688,0.023650989266984994,0.025275130923030017,0.23645645722283506,0.23568245386425643
4,s4_mixed_dynamic,7.999186140694022,7.623886621271602,False,False,True,-64.89294615775147,-61.64634597445115,-63.637860043043986,-58.17231546192099,-50.30297285879564,-51.406782660282836,0.012952862295223114,0.01396290487468568,0.029757705827897083,0.028067731957353726,0.02505386189292905,0.024917960341380514,0.24249338815934846,0.2414606280215374
5,s4_mixed_dynamic,8.226562675373907,7.955827377167044,False,False,True,-60.13198806305894,-62.02889796628993,-57.92010348384318,-58.59037627578381,-51.52129562053929,-51.668092952353916,0.01289135842972467,0.012780865511121368,0.023412213734456986,0.025301588359586798,0.023171305000751995,0.023379762596250974,0.24637759019001157,0.2461538461538462
6,s4_mixed_dynamic,8.280648608306477,8.135508799595996,False,False,True,-62.658488227578175,-62.183843596935304,-60.64992588659324,-58.82365598915953,-49.21513075073707,-51.67182869554949,0.011499223001030125,0.012331822433002891,0.024063734214773987,0.02396746261376562,0.02242273589166508,0.023007065003926762,0.24378638322381793,0.24407351216640608
7,s4_mixed_dynamic,8.426531854440203,8.334139776009467,False,False,True,-64.40362873235841,-62.40919182942127,-57.28715534263074,-59.06680078400515,-50.689634009090575,-51.943881066322064,0.011682988863851235,0.011706635683724773,0.022771022300713747,0.022571704372728332,0.021365075987922144,0.022020630171544868,0.23304258824835136,0.23290593782213168
8,s4_mixed_dynamic,8.640813839766498,8.694587576233882,False,False,True,-63.65614227268107,-62.77402205256567,-62.16007065780075,-59.50647618201231,-53.028854569149196,-52.37986526323718,0.009538469717541385,0.010762187680812026,0.01936597647806321,0.020313582729502,0.019016844183846686,0.02058339078190857,0.2036248109565462,0.2043696571382032
9,s4_mixed_dynamic,8.773434572913224,8.991156753090223,False,False,True,-61.26581959061031,-63.03860093668056,-60.2952086026931,-59.8612508744272,-50.949052179562806,-52.68823637048264,0.00889492128634822,0.01012599895328269,0.018036524951890124,0.01870051127615193,0.020742785855931013,0.019661117973185312,0.17882667163506752,0.17919243442355032
10,s4_mixed_dynamic,8.969081214365445,9.315966535180728,True,False,True,-73.0087377662576,-63.35019591295001,-67.95449764353776,-60.23814616370892,-45.39773120259353,-53.20135880828804,0.009400206573556377,0.00942582943475739,0.016393052638322973,0.017104986289587922,0.020537180511774313,0.01841625344030993,0.14978414023621067,0.149905117816103
11,s4_mixed_dynamic,9.158262661443551,9.76651178862036,True,False,True,-71.7525773667514,-63.722339768869844,-56.40557349945118,-60.743746781846106,-52.00064606487803,-53.77569228424154,0.01095507067081061,0.008653556033087711,0.014875318208003866,0.015229908160319898,0.017619842906894525,0.017134645761531418,0.11866326212006209,0.11817346890504779
12,s4_mixed_dynamic,9.226935916965898,9.928675601070118,True,False,True,-66.71557803103352,-63.85359296589016,-64.42484228418715,-60.920400075026166,-54.477664359006845,-53.99776904810691,0.0077991364976692,0.008396834426223838,0.01606342804295852,0.01462645456769112,0.018229392172281887,0.016681014473701485,0.10888718308344968,0.10839918842331432
13,s4_mixed_dynamic,9.28457534064934,9.54739973958025,True,False,True,-65.40918810094068,-63.664806419424764,-57.75649605871854,-60.50564086039868,-54.18470668654556,-53.979319414631874,0.010863190821296645,0.008769754254496043,0.015458377952385208,0.015971028137202914,0.016660713949275572,0.016818174919954867,0.12225385031006346,0.12430730129496867
