t,scenario,true_x,true_y,wifi_degraded,vlp_blocked,mixed_dynamic,wifi_ap1_dbm,wifi_ap1_clean_dbm,wifi_ap2_dbm,wifi_ap2_clean_dbm,wifi_ap3_dbm,wifi_ap3_clean_dbm,vlp_led1_intensity,vlp_led1_clean_intensity,vlp_led2_intensity,vlp_led2_clean_intensity,vlp_led3_intensity,vlp_led3_clean_intensity,vlp_led4_intensity,vlp_led4_clean_intensity
0,s4_mixed_dynamic,3.50146586178358,2.794545781008381,False,False,True,-51.981763351320616,-50.743745649512874,-55.76188465177029,-56.76896745250902,-57.29762333721194,-57.711786684580666,0.146928545919854,0.14522845944550855,0.03932054981483216,0.040212139316584294,0.030034142957454796,0.029983970545252155,0.02071704568205105,0.01948043231745672
1,s4_mixed_dynamic,3.8334314692961406,3.0879105600798664,False,False,True,-52.57270772684193,-52.022899167898785,-53.04276219811359,-56.41310856478282,-61.301144227073735,-57.16077336872055,0.11627386530730875,0.11702722290739342,0.04437111732395589,0.0443580099880076,0.030458543038904218,0.03175601864252048,0.022505486636909138,0.021983377231710594
2,s4_mixed_dynamic,4.0456173120900445,3.1263296245930507,False,False,True,-53.3395098870773,-52.53765294243689,-54.6966820725065,-56.09743280267562,-58.74626007117653,-57.04049986747118,0.10579438371452225,0.10578463594333061,0.04680576722314814,0.04783370509330533,0.02992858882589876,0.031311435859449885,0.023577713333911506,0.02304688835222274
3,s4_mixed_dynamic,4.42592581634721,3.113695449768073,False,False,True,-52.006531605541454,-53.30604391803786,-54.121359450639424,-55.451263949690514,-55.033547779523985,-56.9817641599096,0.08887242522155221,0.08988413701822856,0.055456694130121005,0.0555113813712708,0.028655340643930844,0.02961989830908423,0.02378455273451279,0.02460025905731788
4,s4_mixed_dynamic,4.708255729915193,3.19039433570727,False,False,True,-55.287730719189575,-53.95152239820385,-53.1921353270134,-55.023845762037254,-56.8876436174277,-56.82325850712798,0.07710948487685962,0.07842099162036688,0.06001812978277709,0.06152854497673328,0.028147129854370727,0.029013296312257894,0.026694007726539473,0.02633804721285653
5,s4_mixed_dynamic,4.978762662726669,3.137730843885924,False,False,True,-54.07913097613497,-54.40603616402636,-53.911251089224336,-54.48495221791598,-61.50892428709788,-56.89750929437612,0.07108642304037696,0.07058429017712185,0.0688840804031251,0.06933703693827539,0.027341861411621378,0.02738623949045694,0.026770182216959263,0.027196426663295394
6,s4_mixed_dynamic,5.202025987228208,3.1529819162085304,False,False,True,-55.870370723523884,-54.82971513987043,-53.20148696653665,-54.08133625261823,-54.52663385018119,-56.87825746557877,0.06335154875812547,0.0641752231174448,0.07579109873455897,0.07599924255210411,0.02682929028718813,0.026492484074892794,0.029490290589044794,0.02831077299864908
7,s4_mixed_dynamic,5.347337808465035,3.292281793156062,False,False,True,-56.8990560360744,-55.21286026726472,-52.264630370506524,-53.96374256378118,-58.587236795048725,-56.65983399330035,0.06003192348427476,0.05926044398737563,0.0799421219870302,0.07869920331145219,0.0259521345839696,0.026761379743273517,0.028438473408858116,0.030121182864466783
8,s4_mixed_dynamic,5.716827179474,3.58088982297864,False,False,True,-54.49191788078379,-56.07143827456781,-52.29358496049136,-53.65707046693049,-55.65838457045498,-56.229281863113336,0.051206928283360674,0.04922709300726647,0.08656525856221588,0.08538185200443946,0.02605503200446607,0.02677853737082419,0.03397097305638376,0.034793000747726614
9,s4_mixed_dynamic,5.862414412197704,3.68421178879823,False,False,True,-55.633758022115444,-56.38150748601265,-53.218630708803786,-53.54881025631016,-59.74732510001169,-56.08660248945857,0.04620752559065701,0.045966836568907085,0.08760179116861765,0.08767437286096415,0.026292990325261632,0.02663522078727011,0.03840855958564652,0.036771059665785
10,s4_mixed_dynamic,6.2621648807209205,3.865009897723677,True,False,True,-47.212490317382475,-57.10586074213443,-53.0406562989472,-53.15612010493874,-51.09137984908186,-55.9121110523273,0.03822492820309195,0.03899500301757687,0.09540824102895903,0.09525321944986982,0.025640521495517855,0.02546849771674614,0.042138010903361965,0.04146243988138146
11,s4_mixed_dynamic,6.386402797469953,4.000359969380765,True,False,True,-55.73775994795721,-57.37956715325362,-57.88196375284771,-53.19521050112114,-58.68518133949049,-55.73056174695599,0.03574397786829685,0.0367080654604905,0.09334528228462077,0.0942939351028783,0.0255173093404236,0.02548572616238585,0.04367964856361729,0.044246189448937094
12,s4_mixed_dynamic,6.486403725025359,4.131792507959473,True,False,True,-65.94098103035103,-57.611749395478284,-53.328018237008735,-53.28287928212613,-55.68553757498202,-55.54792769977925,0.03498127315661039,0.034876797057595096,0.09343604808659252,0.09228912390115315,0.024540713984196934,0.02558143559858476,0.04804145810241104,0.04704996067828957
13,s4_mixed_dynamic,6.594101310260236,4.146666699824417,True,False,True,-58.25275548206256,-57.763345334242985,-69.93503953458426,-53.15180969926828,-56.74287575296257,-55.58231394998124,0.03176042704552159,0.033654232306473485,0.09536452630657484,0.09447572967235346,0.02485592176907615,0.02502881794873321,0.04960607029684977,0.04801983338656588
14,s4_mixed_dynamic,6.938536691705024,4.190811224101229,True,False,True,-54.7188438000663,-58.23260938300422,-54.35859493703317,-52.75222998596355,-52.12481387286205,-55.7248274387736,0.030686429968670253,0.03013064786766322,0.10070987271404251,0.10074188160653627,0.023048991774688127,0.02331053201986603,0.051608322422807065,0.05092525202966416
15,s4_mixed_dynamic,7.095444556622987,4.3190830854397095,True,False,True,-64.12198053293051,-58.51061817122094,-42.44885224537106,-52.82214077334821,-47.700449891357465,-55.619853086617155,0.029697254913556674,0.028295185435376433,0.09750920038991698,0.0980741482814368,0.02292567017682093,0.022981793710070992,0.05493176277886971,0.0544443764361643
16,s4_mixed_dynamic,7.322508343984496,4.588300078241882,True,False,True,-53.39261640684954,-58.95349574070627,-49.76020743670069,-53.15181453514089,-43.74116013323092,-55.349962973914046,0.02605941115853348,0.025622372312992518,0.08819801921810777,0.08961944879925801,0.02328603700655879,0.022743404299378944,0.06365935005963402,0.06211685045442794
17,s4_mixed_dynamic,7.446193242310456,4.675563891349093,True,False,True,-47.27360368557215,-59.14947394020993,-56.03583967672529,-53.22259946606399,-51.71099933281754,-55.31668878412345,0.024465690672066852,0.024497997466382773,0.08775283043610362,0.08721936250943059,0.02332620453849632,0.022364912214417172,0.06330618015421513,0.06511019713682065
18,s4_mixed_dynamic,7.634031718409139,4.77391982605946,True,False,True,-55.97154017595428,-59.41848876805201,-57.01598515397045,-53.27755872418487,-51.1886541807824,-55.33855946479915,0.022203152663625953,0.023021877092953346,0.08246731838435946,0.08454111600590887,0.022673127918669538,0.021668516182666017,0.0663657691297321,0.06876857319244548
