t,scenario,true_x,true_y,wifi_degraded,vlp_blocked,mixed_dynamic,wifi_ap1_dbm,wifi_ap1_clean_dbm,wifi_ap2_dbm,wifi_ap2_clean_dbm,wifi_ap3_dbm,wifi_ap3_clean_dbm,vlp_led1_intensity,vlp_led1_clean_intensity,vlp_led2_intensity,vlp_led2_clean_intensity,vlp_led3_intensity,vlp_led3_clean_intensity,vlp_led4_intensity,vlp_led4_clean_intensity
0,s3_vlp_blocked,8.548260044884431,3.875368266732585,False,False,False,-56.66393799176187,-59.959944346774286,-51.80082100212512,-50.20773921264725,-59.692476526753005,-57.48354714968279,0.020182802441994427,0.019842562855383203,0.1270337042528489,0.12791657444446253,0.015416320615746857,0.01565133911268171,0.04680853657376574,0.04691933287849623
1,s3_vlp_blocked,8.648647791547123,3.682160416153107,False,False,False,-60.64505748762986,-59.99291348200764,-45.847308629581086,-49.507946217599034,-57.287875193478406,-57.80911342468364,0.018782798594744028,0.019594710408206484,0.1382757679635502,0.13792327990041403,0.01541996569039701,0.01495925335863687,0.044436175112936564,0.043356706329455603
2,s3_vlp_blocked,8.904314502785434,3.314602216855924,False,False,False,-59.26435226268019,-60.14603234762871,-47.162201747412574,-48.02663730984291,-60.50602931916784,-58.450405529686634,0.018294058489838887,0.018727385134420262,0.1525476456273539,0.1527658943021444,0.012364336640699742,0.01358280211473583,0.03985164230143917,0.03735421987192608
3,s3_vlp_blocked,9.310389003930128,3.04167485894367,False,False,False,-61.591981267309315,-60.51164471724688,-49.326374568610476,-46.92886023214213,-58.859872278732155,-59.06349996168536,0.01795328118596913,0.01708616800035189,0.14891596107598662,0.1470111345577178,0.010116300543211679,0.012191141158091938,0.03427397842698841,0.03300100491294967
4,s3_vlp_blocked,9.706838327803332,2.8964874698404373,False,False,False,-61.20109963235485,-60.89836836794159,-46.97286017367708,-46.7362919857692,-59.335938756026685,-59.51222929578458,0.016309752759245042,0.015576555259477655,0.13152375009490924,0.1295842558803099,0.012533248895125425,0.011180530133685834,0.03011713916642218,0.03034060003578084
5,s3_vlp_blocked,9.41844096729231,2.900422758078939,False,False,False,-60.04107727963063,-60.59254891291667,-46.30214373568999,-46.36086926859,-56.84918433742759,-59.29172698279511,0.017754771697234467,0.0167101052736517,0.14459847838049944,0.14656876824559087,0.012021847224068053,0.011759316735311895,0.03165579273770956,0.03123276066390542
6,s3_vlp_blocked,8.964378339140287,2.9597287260816096,False,False,False,-58.92986073097607,-60.1061677218614,-46.71574609485831,-46.429889216127435,-56.983045368056004,-58.894482852991615,0.019989064312561877,0.018718303520417447,0.1714653767965043,0.17090789392771838,0.012726372430750098,0.012835833512529638,0.03220092875977558,0.03296591709353666
7,s3_vlp_blocked,8.774353844140126,3.131454780222936,False,False,False,-58.28891503306733,-59.94084711017453,-48.25643165715742,-47.28411719214658,-58.31666302354322,-58.5614028428172,0.020413257722446492,0.01954191411210873,0.17146660219515453,0.17007341299553635,0.013020632619810922,0.013587952990832222,0.03462135178807235,0.03533274702299461
8,s3_vlp_blocked,8.418152736801511,3.188810020474088,False,False,False,-58.86697593284839,-59.5453008590831,-49.24458002627432,-47.81076534517292,-56.259985821983115,-58.233261349761676,0.02110030086556358,0.02145648609428062,0.1814002707635106,0.1789510292066953,0.01471298591214117,0.014632668747706284,0.03705188719860501,0.03660000487760593
9,s3_vlp_blocked,8.165062128503568,3.3554638975618585,False,False,False,-59.56238148000246,-59.305086699856744,-47.12377958946089,-48.751110391041394,-54.93284156599053,-57.84189158265693,0.024209913579157666,0.022807475512496837,0.1693537650747532,0.17051670992172935,0.014211907197564804,0.015728288987298094,0.04072257113966607,0.03906408527991318
10,s3_vlp_blocked,8.047852018915972,3.3896047138916883,False,False,False,-61.01070442313858,-59.177091973580445,-52.81942581948439,-49.02712553487754,-60.42748264225699,-57.71327174169599,0.024220266755391868,0.023525251778616047,0.16792857552615068,0.16854052617551304,0.014608144130570547,0.016172787804104857,0.03905999051159238,0.03959136248739686
11,s3_vlp_blocked,7.628992597812742,3.5120336380508936,False,False,False,-59.486760768989164,-58.71286328745341,-46.107418235405376,-50.04610792589764,-59.556976216781585,-57.254010441784814,0.0276007143006243,0.026335330712636554,0.155138821585138,0.15566886344283104,0.018380566543319012,0.01791235136862216,0.04173298160844955,0.04118702902625085
12,s3_vlp_blocked,7.264240580596287,3.551955010215912,False,False,False,-56.30559934806989,-58.26463459028402,-47.894837436581525,-50.76768291157554,-57.044786327990586,-56.958466975729436,0.029948816271607698,0.02930764220061052,0.1418431449270561,0.14388683244735453,0.019162382265476594,0.019418481295718305,0.039171804414729415,0.041107525269150715
13,s3_vlp_blocked,6.807654944686304,3.3798711617406227,False,False,False,-58.5654539267816,-57.5495662865208,-49.73649164031415,-51.219488139644284,-57.188466883953296,-56.96470550486567,0.03450408513287489,0.034461855140548524,0.13724290716268914,0.1365051459010926,0.0204735861180404,0.020635943419730702,0.03888521896163706,0.037359048215504634
14,s3_vlp_blocked,6.644376635151973,3.2678225998295574,False,False,False,-58.060252322222006,-57.25047808339986,-52.16820945802795,-51.319639863917075,-53.08538278393847,-57.06082542106459,0.03707058142287104,0.0367949961809411,0.1333671564972969,0.134316731456694,0.020997807673501536,0.020849084262329447,0.035569277973939745,0.03542178067753688
15,s3_vlp_blocked,6.164360277507891,3.220123101722137,False,True,False,-57.01665473198693,-56.4964919435467,-56.6793748711771,-52.24226578401606,-61.59486241116867,-56.95225012921035,0.04404245312911367,0.04380086969229492,0.11442803803523459,0.11288881424011553,0.005406643108951083,0.02263000501391919,0.03339321068463604,0.0330941767718135
16,s3_vlp_blocked,5.921670782647944,3.170353913208966,False,True,False,-56.991804843065914,-56.075374270201806,-52.41939009544644,-52.670643672587595,-56.05788372972661,-56.96207118069519,0.04667573275144328,0.04819455948656876,0.10331164434407827,0.10320790162136342,0.024193375873808147,0.023416471066215024,0.007943704106346443,0.03160063505787668
17,s3_vlp_blocked,5.679154300480839,2.9818995639648525,False,True,False,-56.8018107157535,-55.53196465389668,-53.62380535984214,-52.922951508238945,-56.41348979122426,-57.208564146042875,0.05366729775354321,0.05405316839884733,0.09725309878429593,0.09661414273383594,0.0253651069978618,0.02340960506729824,0.007467891374549883,0.02892877603233911
18,s3_vlp_blocked,5.40719635144305,2.7083718362264517,False,True,False,-51.31783476055424,-54.84032413575282,-52.746301360832405,-53.19331592277084,-62.474277923320244,-57.592755792783734,0.016070662787616985,0.062070250276899414,0.08900909898281056,0.08909145182013894,0.02458839733036161,0.022930354578280437,0.026626642751298453,0.025823805621054585
19,s3_vlp_blocked,5.231798982702207,2.4839699101632213,False,True,False,-53.266956586819056,-54.33760150661524,-53.56772575566458,-53.36372088256689,-56.778557694521744,-57.91366948601427,0.06722197668353903,0.06812568476103324,0.021256261316153484,0.08405364684728377,0.021544242188910694,0.02228605313500746,0.023074045315602525,0.023758880723361013
20,s3_vlp_blocked,5.28923634607891,2.192766390499288,False,True,False,-56.12712070192185,-54.26819802164718,-54.775309447791265,-52.997908663737356,-57.57452279375671,-58.333971280772396,0.06584682538635739,0.06731180716149796,0.02182337088289493,0.08783179637909683,0.022224042307034852,0.020600276425323534,0.005916151332961304,0.0221866241374316
21,s3_vlp_blocked,5.38054459804343,2.090291333531373,False,True,False,-53.95417792958124,-54.40075513961495,-51.61775870513665,-52.705084589614074,-58.16076798231406,-58.482582283908656,0.015931538352714877,0.06478263935934697,0.023138584927123295,0.09199886659668445,0.018847445734689938,0.019859893100637297,0.02084413119438104,0.021840640449302045
22,s3_vlp_blocked,5.395660287878729,1.904575277898607,False,True,False,-56.604584539754974,-54.344674480200766,-53.60465275829178,-52.541964829923096,-57.21174222553356,-58.73635642515739,0.0161267038849065,0.0643516600216744,0.023052774889708923,0.09266388188800738,0.0051390314690519185,0.018980838552388406,0.01996394743771552,0.020860805328164186
23,s3_vlp_blocked,5.346981386445022,1.7399481748937806,False,True,False,-56.73867452950806,-54.17658534374489,-49.34632646969684,-52.57043600568262,-56.13894439359354,-58.951573555033896,0.0669054324330168,0.06548826492085533,0.09299842167456629,0.09004032686497558,0.0045295322762265375,0.018385552414533792,0.017455492305695954,0.019909706844654727
24,s3_vlp_blocked,5.356397214861652,1.3990305548570758,False,True,False,-55.429566775720296,-54.10071778912547,-51.857184982629036,-52.41063807421238,-58.03269251679222,-59.38960904080379,0.06394982082495644,0.06399358410390091,0.08968702684399225,0.08810727973715067,0.004034297130822532,0.016995761291908718,0.0173984691626746,0.018327964268785846
25,s3_vlp_blocked,5.55511192506875,1.1971395250192285,False,True,False,-56.299173195229464,-54.49591879490744,-55.06263526064816,-51.83347194346426,-60.88052965940869,-59.653702086696484,0.05796324881194335,0.05785896685668224,0.023824520255763537,0.09414367376433108,0.017261534712175272,0.015893770755620353,0.018826622732301367,0.017775758975825565
26,s3_vlp_blocked,5.644488914276651,1.1264421585125568,False,False,False,-56.1889421364147,-54.6761738279641,-53.75911997857895,-51.57346944127559,-60.45832436742733,-59.7476642741709,0.05588322337506246,0.05541577619105832,0.09697035476684214,0.09697876452048103,0.01608652924349086,0.015497125265880622,0.0163477410242061,0.017607422482824712
27,s3_vlp_blocked,5.99191614365339,0.7779056103368667,False,False,False,-52.494235040972015,-55.37132706223659,-44.93415870225323,-50.548349810435354,-60.85344855864855,-60.19864133698158,0.0460928229681546,0.04666593109758874,0.10345936744112066,0.10497678706113946,0.011844555748016915,0.013870771759295323,0.016970293011015256,0.01661376617918998
28,s3_vlp_blocked,6.3719359824611015,0.5133126785859624,False,False,False,-57.41713509885813,-56.10192985359161,-48.99433639512181,-49.39307840288909,-67.33829446958468,-60.555481201257884,0.03874331561039295,0.039488133604888,0.11164721903055741,0.11285622399598803,0.013072028741983958,0.01263195477594205,0.01601135481925509,0.015948688731881523
29,s3_vlp_blocked,6.642725720701172,0.2610300095402053,False,False,False,-54.943754055802955,-56.61399388594802,-49.06198369524927,-48.640835131543554,-62.025767388111184,-60.878017007306326,0.03615697499644326,0.034990826941682644,0.11261641923943776,0.11278776264756124,0.012057904485048239,0.01170322147577281,0.015748214431450094,0.015212862174761966
30,s3_vlp_blocked,6.746242668239441,0.1917048919949815,False,False,False,-55.36501891137075,-56.800049660320816,-49.393090942764,-48.34200394295653,-60.92234427151431,-60.971784741380546,0.03401844247437857,0.033560706376839694,0.11377617836450031,0.11309864839177924,0.01212448489949857,0.011429055764588771,0.010841904464523561,0.01502824258968028
31,s3_vlp_blocked,6.356442515941112,0.4369455288091974,False,False,False,-58.289566294098,-56.08777911097681,-54.86350528920417,-49.50010133828143,-59.115948040798266,-60.6362255511594,0.03929242045104509,0.03933642491928356,0.10873216035000396,0.1093563011264137,0.012861536010347062,0.012472189460664553,0.015874904079566543,0.015649189211539554
