t,scenario,true_x,true_y,wifi_degraded,vlp_blocked,mixed_dynamic,wifi_ap1_dbm,wifi_ap1_clean_dbm,wifi_ap2_dbm,wifi_ap2_clean_dbm,wifi_ap3_dbm,wifi_ap3_clean_dbm,vlp_led1_intensity,vlp_led1_clean_intensity,vlp_led2_intensity,vlp_led2_clean_intensity,vlp_led3_intensity,vlp_led3_clean_intensity,vlp_led4_intensity,vlp_led4_clean_intensity
0,s4_mixed_dynamic,2.2799291600344294,5.687548118721819,False,False,True,-54.4024551729401,-55.10432415677157,-60.839892981264455,-60.09625814080229,-56.15162241423237,-53.90549271242168,0.05685854065114612,0.05657269661479915,0.02048452850488217,0.01987391134391324,0.10797122244539695,0.10609185772390912,0.02392476763314016,0.023771803550765018
1,s4_mixed_dynamic,2.311993742915821,5.314965509108,False,False,True,-53.47144883892205,-54.39192030839843,-59.73864584535953,-59.819088762928615,-55.85733930613541,-54.49981204829351,0.06698457208486183,0.06628514518136083,0.021468354769290973,0.02112270938813125,0.08859648450394515,0.0884427419308305,0.02079877325774341,0.022955352203762536
2,s4_mixed_dynamic,2.4844149891244345,4.892233443738157,False,False,True,-53.99987834765982,-53.63311171151667,-59.90685076499047,-59.36484049456638,-53.88104746297049,-55.020761945485894,0.0804810382476465,0.07936714432957692,0.021650277928946506,0.023371752900767425,0.07104217164658345,0.0719793634306059,0.022598024613959506,0.022686081516043476
3,s4_mixed_dynamic,2.842745217514855,4.547438345307587,False,False,True,-51.275861898690366,-53.23935311972469,-61.0735402997008,-58.73583670833875,-55.13272795290907,-55.27674083357637,0.08760791179472566,0.0892884118736903,0.026913715474206124,0.026963830356793648,0.06021129135696602,0.0601308393628788,0.02188275613589018,0.02351974992287213
4,s4_mixed_dynamic,2.9864127708382706,4.543611784897228,False,False,True,-52.92558247087831,-53.39319773748884,-62.29417813602059,-58.56482085135826,-55.49177502777558,-55.16516038100693,0.08727742998756464,0.08738989150348456,0.03016705936031333,0.028085140134134674,0.05867011750282984,0.059102948516354385,0.022629148584277083,0.02434116001387761
5,s4_mixed_dynamic,3.340887948111646,4.334249547684212,False,False,True,-55.2825551450563,-53.42031875011332,-55.280033067966876,-57.9839882012587,-55.19306624647276,-55.285091407625245,0.08696374411460416,0.08891495922713194,0.03248041334115825,0.032096498958200305,0.0522578161470044,0.05198665205598767,0.02685340407970508,0.02554601314644988
6,s4_mixed_dynamic,3.68623544692832,4.015886165396863,False,False,True,-55.10703292704708,-53.33741247360362,-59.20864929708629,-57.29285071514495,-57.31539555990411,-55.66783384918969,0.08984594333051507,0.09168266746389048,0.036801900706854226,0.03749199313799431,0.044196712712038254,0.0440207631280602,0.025904983601798513,0.025986359257793475
7,s4_mixed_dynamic,4.1188059230374,3.834922193216244,False,False,True,-56.135436163130066,-53.74487693519134,-56.458984351460394,-56.536129229010726,-52.79483378430295,-55.82475445136692,0.08713466235255633,0.08434350143027529,0.04772324895391566,0.044581941257607845,0.03722074194617464,0.03870386683120817,0.028043400126940548,0.02746382008375256
8,s4_mixed_dynamic,4.374208764323148,3.616554373320941,False,False,True,-56.1158383068418,-53.86908351635187,-55.4751555140445,-55.960239200729845,-56.554400433142256,-56.1474478638732,0.07995142109325677,0.08163188473198355,0.05158127940601418,0.05060828597286462,0.03443810016397782,0.03466028763553406,0.026283278311228012,0.027502025928875073
9,s4_mixed_dynamic,4.8310090365174965,3.516701129989274,False,False,True,-50.510171324531846,-54.54678089601196,-55.424976006370834,-55.12510740923521,-56.707713654703596,-56.26345757823553,0.06980160789910476,0.06985682049816294,0.061736984759133855,0.06118870297979299,0.03004518355364132,0.031138503796998947,0.02848966315874961,0.02928903290336587
